request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,workload,discard
0,0,0,0,tenant-0,L0000,2048,reuse_intensive,True
1,0,24,0,tenant-0,L0024,2048,reuse_intensive,True
2,0,0,1,tenant-0,L0000,2048,reuse_intensive,True
3,0,3,0,tenant-3,L0003,2048,reuse_intensive,True
4,0,0,2,tenant-0,L0000,2048,reuse_intensive,True
5,0,0,0,tenant-0,L0000,2048,reuse_intensive,True
6,0,1,0,tenant-1,L0001,2048,reuse_intensive,True
7,0,0,1,tenant-0,L0000,2048,reuse_intensive,True
8,0,0,2,tenant-0,L0000,2048,reuse_intensive,True
9,0,2,0,tenant-2,L0002,2048,reuse_intensive,True
10,0,0,0,tenant-0,L0000,2048,reuse_intensive,True
11,0,0,1,tenant-0,L0000,2048,reuse_intensive,True
12,0,0,2,tenant-0,L0000,2048,reuse_intensive,True
13,0,3,1,tenant-3,L0003,2048,reuse_intensive,True
14,0,5,0,tenant-5,L0005,2048,reuse_intensive,True
15,0,0,0,tenant-0,L0000,2048,reuse_intensive,True
16,0,4,0,tenant-4,L0004,2048,reuse_intensive,True
17,0,3,2,tenant-3,L0003,2048,reuse_intensive,True
18,0,0,1,tenant-0,L0000,2048,reuse_intensive,True
19,0,30,0,tenant-6,L0030,2048,reuse_intensive,True
20,0,9,0,tenant-1,L0009,2048,reuse_intensive,True
21,0,13,0,tenant-5,L0013,2048,reuse_intensive,True
22,0,1,1,tenant-1,L0001,2048,reuse_intensive,True
23,0,0,2,tenant-0,L0000,2048,reuse_intensive,True
24,0,1,2,tenant-1,L0001,2048,reuse_intensive,False
25,0,9,1,tenant-1,L0009,2048,reuse_intensive,False
26,0,4,1,tenant-4,L0004,2048,reuse_intensive,False
27,0,8,0,tenant-0,L0008,2048,reuse_intensive,False
28,0,1,0,tenant-1,L0001,2048,reuse_intensive,False
29,0,0,0,tenant-0,L0000,2048,reuse_intensive,False
30,0,7,0,tenant-7,L0007,2048,reuse_intensive,False
31,0,0,1,tenant-0,L0000,2048,reuse_intensive,False
32,0,0,2,tenant-0,L0000,2048,reuse_intensive,False
33,0,0,0,tenant-0,L0000,2048,reuse_intensive,False
34,0,0,1,tenant-0,L0000,2048,reuse_intensive,False
35,0,1,1,tenant-1,L0001,2048,reuse_intensive,False
36,0,0,2,tenant-0,L0000,2048,reuse_intensive,False
37,0,0,0,tenant-0,L0000,2048,reuse_intensive,False
