request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,workload,discard
0,0,39,0,tenant-7,L0039,1024,reuse_intensive,True
1,0,11,0,tenant-3,L0011,1024,reuse_intensive,True
2,0,0,0,tenant-0,L0000,1024,reuse_intensive,True
3,0,0,1,tenant-0,L0000,1024,reuse_intensive,True
4,0,0,2,tenant-0,L0000,1024,reuse_intensive,True
5,0,34,0,tenant-2,L0034,1024,reuse_intensive,True
6,0,3,0,tenant-3,L0003,1024,reuse_intensive,True
7,0,0,0,tenant-0,L0000,1024,reuse_intensive,True
8,0,34,1,tenant-2,L0034,1024,reuse_intensive,True
9,0,4,0,tenant-4,L0004,1024,reuse_intensive,True
10,0,5,0,tenant-5,L0005,1024,reuse_intensive,True
11,0,9,0,tenant-1,L0009,1024,reuse_intensive,True
12,0,1,0,tenant-1,L0001,1024,reuse_intensive,True
13,0,0,1,tenant-0,L0000,1024,reuse_intensive,True
14,0,23,0,tenant-7,L0023,1024,reuse_intensive,True
15,0,36,0,tenant-4,L0036,1024,reuse_intensive,True
16,0,1,1,tenant-1,L0001,1024,reuse_intensive,True
17,0,19,0,tenant-3,L0019,1024,reuse_intensive,True
18,0,0,2,tenant-0,L0000,1024,reuse_intensive,True
19,0,0,0,tenant-0,L0000,1024,reuse_intensive,True
20,0,2,0,tenant-2,L0002,1024,reuse_intensive,True
21,0,29,0,tenant-5,L0029,1024,reuse_intensive,True
22,0,0,1,tenant-0,L0000,1024,reuse_intensive,True
23,0,3,1,tenant-3,L0003,1024,reuse_intensive,True
24,0,4,1,tenant-4,L0004,1024,reuse_intensive,False
25,0,1,2,tenant-1,L0001,1024,reuse_intensive,False
26,0,2,1,tenant-2,L0002,1024,reuse_intensive,False
27,0,0,2,tenant-0,L0000,1024,reuse_intensive,False
28,0,17,0,tenant-1,L0017,1024,reuse_intensive,False
29,0,2,2,tenant-2,L0002,1024,reuse_intensive,False
30,0,59,0,tenant-3,L0059,1024,reuse_intensive,False
31,0,1,0,tenant-1,L0001,1024,reuse_intensive,False
32,0,0,0,tenant-0,L0000,1024,reuse_intensive,False
33,0,44,0,tenant-4,L0044,1024,reuse_intensive,False
34,0,25,0,tenant-1,L0025,1024,reuse_intensive,False
35,0,11,1,tenant-3,L0011,1024,reuse_intensive,False
36,0,1,1,tenant-1,L0001,1024,reuse_intensive,False
37,0,0,1,tenant-0,L0000,1024,reuse_intensive,False
38,0,8,0,tenant-0,L0008,1024,reuse_intensive,False
39,0,6,0,tenant-6,L0006,1024,reuse_intensive,False
40,0,0,2,tenant-0,L0000,1024,reuse_intensive,False
41,0,4,2,tenant-4,L0004,1024,reuse_intensive,False
42,0,2,0,tenant-2,L0002,1024,reuse_intensive,False
43,0,0,0,tenant-0,L0000,1024,reuse_intensive,False
44,0,3,2,tenant-3,L0003,1024,reuse_intensive,False
45,0,1,2,tenant-1,L0001,1024,reuse_intensive,False
46,0,4,0,tenant-4,L0004,1024,reuse_intensive,False
47,0,20,0,tenant-4,L0020,1024,reuse_intensive,False
48,0,3,0,tenant-3,L0003,1024,reuse_intensive,False
49,0,2,1,tenant-2,L0002,1024,reuse_intensive,False
50,0,36,1,tenant-4,L0036,1024,reuse_intensive,False
51,0,31,0,tenant-7,L0031,1024,reuse_intensive,False
52,0,0,1,tenant-0,L0000,1024,reuse_intensive,False
53,0,10,0,tenant-2,L0010,1024,reuse_intensive,False
54,0,1,0,tenant-1,L0001,1024,reuse_intensive,False
55,0,47,0,tenant-7,L0047,1024,reuse_intensive,False
56,0,33,0,tenant-1,L0033,1024,reuse_intensive,False
57,0,11,2,tenant-3,L0011,1024,reuse_intensive,False
58,0,38,0,tenant-6,L0038,1024,reuse_intensive,False
59,0,0,2,tenant-0,L0000,1024,reuse_intensive,False
60,1,87,0,tenant-7,L0087,1024,reuse_intensive,False
61,1,65,0,tenant-1,L0065,1024,reuse_intensive,False
62,1,79,0,tenant-7,L0079,1024,reuse_intensive,False
63,1,67,0,tenant-3,L0067,1024,reuse_intensive,False
64,1,66,0,tenant-2,L0066,1024,reuse_intensive,False
65,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
66,1,67,1,tenant-3,L0067,1024,reuse_intensive,False
67,1,97,0,tenant-1,L0097,1024,reuse_intensive,False
68,1,125,0,tenant-5,L0125,1024,reuse_intensive,False
69,1,69,0,tenant-5,L0069,1024,reuse_intensive,False
70,1,90,0,tenant-2,L0090,1024,reuse_intensive,False
71,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
72,1,109,0,tenant-5,L0109,1024,reuse_intensive,False
73,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
74,1,74,0,tenant-2,L0074,1024,reuse_intensive,False
75,1,75,0,tenant-3,L0075,1024,reuse_intensive,False
76,1,122,0,tenant-2,L0122,1024,reuse_intensive,False
77,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
78,1,103,0,tenant-7,L0103,1024,reuse_intensive,False
