request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,workload,discard
0,0,11,0,tenant-3,L0011,2048,reuse_intensive,True
1,0,0,0,tenant-0,L0000,2048,reuse_intensive,True
2,0,3,0,tenant-3,L0003,2048,reuse_intensive,True
3,0,26,0,tenant-2,L0026,2048,reuse_intensive,True
4,0,1,0,tenant-1,L0001,2048,reuse_intensive,True
5,0,1,1,tenant-1,L0001,2048,reuse_intensive,True
6,0,0,1,tenant-0,L0000,2048,reuse_intensive,True
7,0,1,2,tenant-1,L0001,2048,reuse_intensive,True
8,0,2,0,tenant-2,L0002,2048,reuse_intensive,True
9,0,0,2,tenant-0,L0000,2048,reuse_intensive,True
10,0,36,0,tenant-4,L0036,2048,reuse_intensive,True
11,0,0,0,tenant-0,L0000,2048,reuse_intensive,True
12,0,0,1,tenant-0,L0000,2048,reuse_intensive,True
13,0,9,0,tenant-1,L0009,2048,reuse_intensive,True
14,0,3,1,tenant-3,L0003,2048,reuse_intensive,True
15,0,3,2,tenant-3,L0003,2048,reuse_intensive,True
16,0,8,0,tenant-0,L0008,2048,reuse_intensive,True
17,0,0,2,tenant-0,L0000,2048,reuse_intensive,True
18,0,8,1,tenant-0,L0008,2048,reuse_intensive,True
19,0,47,0,tenant-7,L0047,2048,reuse_intensive,True
20,0,36,1,tenant-4,L0036,2048,reuse_intensive,True
21,0,0,0,tenant-0,L0000,2048,reuse_intensive,True
22,0,40,0,tenant-0,L0040,2048,reuse_intensive,True
23,0,1,0,tenant-1,L0001,2048,reuse_intensive,True
24,0,4,0,tenant-4,L0004,2048,reuse_intensive,False
25,0,2,1,tenant-2,L0002,2048,reuse_intensive,False
26,0,2,2,tenant-2,L0002,2048,reuse_intensive,False
27,0,0,1,tenant-0,L0000,2048,reuse_intensive,False
28,0,12,0,tenant-4,L0012,2048,reuse_intensive,False
29,0,3,0,tenant-3,L0003,2048,reuse_intensive,False
30,0,41,0,tenant-1,L0041,2048,reuse_intensive,False
31,0,18,0,tenant-2,L0018,2048,reuse_intensive,False
32,0,0,2,tenant-0,L0000,2048,reuse_intensive,False
33,0,7,0,tenant-7,L0007,2048,reuse_intensive,False
34,0,0,0,tenant-0,L0000,2048,reuse_intensive,False
35,0,5,0,tenant-5,L0005,2048,reuse_intensive,False
36,0,6,0,tenant-6,L0006,2048,reuse_intensive,False
37,0,5,1,tenant-5,L0005,2048,reuse_intensive,False
38,0,46,0,tenant-6,L0046,2048,reuse_intensive,False
39,0,4,1,tenant-4,L0004,2048,reuse_intensive,False
40,0,37,0,tenant-5,L0037,2048,reuse_intensive,False
41,0,0,1,tenant-0,L0000,2048,reuse_intensive,False
42,0,4,2,tenant-4,L0004,2048,reuse_intensive,False
43,0,11,1,tenant-3,L0011,2048,reuse_intensive,False
44,0,0,2,tenant-0,L0000,2048,reuse_intensive,False
45,0,8,2,tenant-0,L0008,2048,reuse_intensive,False
46,0,8,0,tenant-0,L0008,2048,reuse_intensive,False
47,0,1,1,tenant-1,L0001,2048,reuse_intensive,False
48,0,28,0,tenant-4,L0028,2048,reuse_intensive,False
