request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,workload,discard
0,0,11,0,tenant-3,L0011,1024,reuse_intensive,True
1,0,0,0,tenant-0,L0000,1024,reuse_intensive,True
2,0,3,0,tenant-3,L0003,1024,reuse_intensive,True
3,0,26,0,tenant-2,L0026,1024,reuse_intensive,True
4,0,1,0,tenant-1,L0001,1024,reuse_intensive,True
5,0,1,1,tenant-1,L0001,1024,reuse_intensive,True
6,0,0,1,tenant-0,L0000,1024,reuse_intensive,True
7,0,1,2,tenant-1,L0001,1024,reuse_intensive,True
8,0,2,0,tenant-2,L0002,1024,reuse_intensive,True
9,0,0,2,tenant-0,L0000,1024,reuse_intensive,True
10,0,36,0,tenant-4,L0036,1024,reuse_intensive,True
11,0,0,0,tenant-0,L0000,1024,reuse_intensive,True
12,0,0,1,tenant-0,L0000,1024,reuse_intensive,True
13,0,9,0,tenant-1,L0009,1024,reuse_intensive,True
14,0,3,1,tenant-3,L0003,1024,reuse_intensive,True
15,0,3,2,tenant-3,L0003,1024,reuse_intensive,True
16,0,8,0,tenant-0,L0008,1024,reuse_intensive,True
17,0,0,2,tenant-0,L0000,1024,reuse_intensive,True
18,0,8,1,tenant-0,L0008,1024,reuse_intensive,True
19,0,47,0,tenant-7,L0047,1024,reuse_intensive,True
20,0,36,1,tenant-4,L0036,1024,reuse_intensive,True
21,0,0,0,tenant-0,L0000,1024,reuse_intensive,True
22,0,40,0,tenant-0,L0040,1024,reuse_intensive,True
23,0,1,0,tenant-1,L0001,1024,reuse_intensive,True
24,0,4,0,tenant-4,L0004,1024,reuse_intensive,False
25,0,2,1,tenant-2,L0002,1024,reuse_intensive,False
26,0,2,2,tenant-2,L0002,1024,reuse_intensive,False
27,0,0,1,tenant-0,L0000,1024,reuse_intensive,False
28,0,12,0,tenant-4,L0012,1024,reuse_intensive,False
29,0,3,0,tenant-3,L0003,1024,reuse_intensive,False
30,0,41,0,tenant-1,L0041,1024,reuse_intensive,False
31,0,18,0,tenant-2,L0018,1024,reuse_intensive,False
32,0,0,2,tenant-0,L0000,1024,reuse_intensive,False
33,0,7,0,tenant-7,L0007,1024,reuse_intensive,False
34,0,0,0,tenant-0,L0000,1024,reuse_intensive,False
35,0,5,0,tenant-5,L0005,1024,reuse_intensive,False
36,0,6,0,tenant-6,L0006,1024,reuse_intensive,False
37,0,5,1,tenant-5,L0005,1024,reuse_intensive,False
38,0,46,0,tenant-6,L0046,1024,reuse_intensive,False
39,0,4,1,tenant-4,L0004,1024,reuse_intensive,False
40,0,37,0,tenant-5,L0037,1024,reuse_intensive,False
41,0,0,1,tenant-0,L0000,1024,reuse_intensive,False
42,0,4,2,tenant-4,L0004,1024,reuse_intensive,False
43,0,11,1,tenant-3,L0011,1024,reuse_intensive,False
44,0,0,2,tenant-0,L0000,1024,reuse_intensive,False
45,0,8,2,tenant-0,L0008,1024,reuse_intensive,False
46,0,8,0,tenant-0,L0008,1024,reuse_intensive,False
47,0,1,1,tenant-1,L0001,1024,reuse_intensive,False
48,0,28,0,tenant-4,L0028,1024,reuse_intensive,False
49,0,7,1,tenant-7,L0007,1024,reuse_intensive,False
50,0,17,0,tenant-1,L0017,1024,reuse_intensive,False
51,0,27,0,tenant-3,L0027,1024,reuse_intensive,False
52,0,8,1,tenant-0,L0008,1024,reuse_intensive,False
53,0,0,0,tenant-0,L0000,1024,reuse_intensive,False
54,0,45,0,tenant-5,L0045,1024,reuse_intensive,False
55,0,0,1,tenant-0,L0000,1024,reuse_intensive,False
56,0,0,2,tenant-0,L0000,1024,reuse_intensive,False
57,0,1,2,tenant-1,L0001,1024,reuse_intensive,False
58,0,0,0,tenant-0,L0000,1024,reuse_intensive,False
59,0,1,0,tenant-1,L0001,1024,reuse_intensive,False
60,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
61,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
62,1,65,0,tenant-1,L0065,1024,reuse_intensive,False
63,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
64,1,87,0,tenant-7,L0087,1024,reuse_intensive,False
65,1,70,0,tenant-6,L0070,1024,reuse_intensive,False
66,1,65,1,tenant-1,L0065,1024,reuse_intensive,False
67,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
68,1,72,0,tenant-0,L0072,1024,reuse_intensive,False
69,1,65,2,tenant-1,L0065,1024,reuse_intensive,False
70,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
71,1,80,0,tenant-0,L0080,1024,reuse_intensive,False
72,1,79,0,tenant-7,L0079,1024,reuse_intensive,False
73,1,72,1,tenant-0,L0072,1024,reuse_intensive,False
74,1,69,0,tenant-5,L0069,1024,reuse_intensive,False
75,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
76,1,65,0,tenant-1,L0065,1024,reuse_intensive,False
77,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
78,1,65,1,tenant-1,L0065,1024,reuse_intensive,False
79,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
80,1,73,0,tenant-1,L0073,1024,reuse_intensive,False
81,1,68,0,tenant-4,L0068,1024,reuse_intensive,False
82,1,70,1,tenant-6,L0070,1024,reuse_intensive,False
83,1,65,2,tenant-1,L0065,1024,reuse_intensive,False
84,1,66,0,tenant-2,L0066,1024,reuse_intensive,False
85,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
86,1,83,0,tenant-3,L0083,1024,reuse_intensive,False
87,1,67,0,tenant-3,L0067,1024,reuse_intensive,False
88,1,71,0,tenant-7,L0071,1024,reuse_intensive,False
89,1,75,0,tenant-3,L0075,1024,reuse_intensive,False
90,1,95,0,tenant-7,L0095,1024,reuse_intensive,False
91,1,75,1,tenant-3,L0075,1024,reuse_intensive,False
92,1,68,1,tenant-4,L0068,1024,reuse_intensive,False
93,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
94,1,65,0,tenant-1,L0065,1024,reuse_intensive,False
95,1,89,0,tenant-1,L0089,1024,reuse_intensive,False
96,1,104,0,tenant-0,L0104,1024,reuse_intensive,False
97,1,66,1,tenant-2,L0066,1024,reuse_intensive,False
98,1,67,1,tenant-3,L0067,1024,reuse_intensive,False
99,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
100,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
101,1,80,1,tenant-0,L0080,1024,reuse_intensive,False
102,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
103,1,71,1,tenant-7,L0071,1024,reuse_intensive,False
104,1,65,1,tenant-1,L0065,1024,reuse_intensive,False
105,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
106,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
107,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
108,1,94,0,tenant-6,L0094,1024,reuse_intensive,False
109,1,77,0,tenant-5,L0077,1024,reuse_intensive,False
110,1,66,2,tenant-2,L0066,1024,reuse_intensive,False
111,1,69,1,tenant-5,L0069,1024,reuse_intensive,False
112,1,114,0,tenant-2,L0114,1024,reuse_intensive,False
113,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
114,1,103,0,tenant-7,L0103,1024,reuse_intensive,False
115,1,82,0,tenant-2,L0082,1024,reuse_intensive,False
116,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
117,1,66,0,tenant-2,L0066,1024,reuse_intensive,False
118,1,65,2,tenant-1,L0065,1024,reuse_intensive,False
119,1,90,0,tenant-2,L0090,1024,reuse_intensive,False
