request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,workload,discard
0,0,24,0,tenant-0,L0024,1024,reuse_intensive,True
1,0,1,0,tenant-1,L0001,1024,reuse_intensive,True
2,0,0,0,tenant-0,L0000,1024,reuse_intensive,True
3,0,2,0,tenant-2,L0002,1024,reuse_intensive,True
4,0,1,1,tenant-1,L0001,1024,reuse_intensive,True
5,0,0,1,tenant-0,L0000,1024,reuse_intensive,True
6,0,0,2,tenant-0,L0000,1024,reuse_intensive,True
7,0,2,1,tenant-2,L0002,1024,reuse_intensive,True
8,0,6,0,tenant-6,L0006,1024,reuse_intensive,True
9,0,0,0,tenant-0,L0000,1024,reuse_intensive,True
10,0,15,0,tenant-7,L0015,1024,reuse_intensive,True
11,0,0,1,tenant-0,L0000,1024,reuse_intensive,True
12,0,0,2,tenant-0,L0000,1024,reuse_intensive,True
13,0,5,0,tenant-5,L0005,1024,reuse_intensive,True
14,0,5,1,tenant-5,L0005,1024,reuse_intensive,True
15,0,2,2,tenant-2,L0002,1024,reuse_intensive,True
16,0,5,2,tenant-5,L0005,1024,reuse_intensive,True
17,0,7,0,tenant-7,L0007,1024,reuse_intensive,True
18,0,0,0,tenant-0,L0000,1024,reuse_intensive,True
19,0,7,1,tenant-7,L0007,1024,reuse_intensive,True
20,0,0,1,tenant-0,L0000,1024,reuse_intensive,True
21,0,6,1,tenant-6,L0006,1024,reuse_intensive,True
22,0,8,0,tenant-0,L0008,1024,reuse_intensive,True
23,0,0,2,tenant-0,L0000,1024,reuse_intensive,True
24,0,21,0,tenant-5,L0021,1024,reuse_intensive,False
25,0,1,2,tenant-1,L0001,1024,reuse_intensive,False
26,0,2,0,tenant-2,L0002,1024,reuse_intensive,False
27,0,7,2,tenant-7,L0007,1024,reuse_intensive,False
28,0,0,0,tenant-0,L0000,1024,reuse_intensive,False
29,0,43,0,tenant-3,L0043,1024,reuse_intensive,False
30,0,6,2,tenant-6,L0006,1024,reuse_intensive,False
31,0,11,0,tenant-3,L0011,1024,reuse_intensive,False
32,0,15,1,tenant-7,L0015,1024,reuse_intensive,False
33,0,33,0,tenant-1,L0033,1024,reuse_intensive,False
34,0,10,0,tenant-2,L0010,1024,reuse_intensive,False
35,0,22,0,tenant-6,L0022,1024,reuse_intensive,False
36,0,0,1,tenant-0,L0000,1024,reuse_intensive,False
37,0,23,0,tenant-7,L0023,1024,reuse_intensive,False
38,0,9,0,tenant-1,L0009,1024,reuse_intensive,False
39,0,0,2,tenant-0,L0000,1024,reuse_intensive,False
40,0,44,0,tenant-4,L0044,1024,reuse_intensive,False
41,0,2,1,tenant-2,L0002,1024,reuse_intensive,False
42,0,11,1,tenant-3,L0011,1024,reuse_intensive,False
43,0,23,1,tenant-7,L0023,1024,reuse_intensive,False
44,0,4,0,tenant-4,L0004,1024,reuse_intensive,False
45,0,0,0,tenant-0,L0000,1024,reuse_intensive,False
46,0,36,0,tenant-4,L0036,1024,reuse_intensive,False
47,0,0,1,tenant-0,L0000,1024,reuse_intensive,False
48,0,0,2,tenant-0,L0000,1024,reuse_intensive,False
49,0,0,0,tenant-0,L0000,1024,reuse_intensive,False
50,0,1,0,tenant-1,L0001,1024,reuse_intensive,False
51,0,26,0,tenant-2,L0026,1024,reuse_intensive,False
52,0,23,2,tenant-7,L0023,1024,reuse_intensive,False
53,0,4,1,tenant-4,L0004,1024,reuse_intensive,False
54,0,0,1,tenant-0,L0000,1024,reuse_intensive,False
55,0,0,2,tenant-0,L0000,1024,reuse_intensive,False
56,0,63,0,tenant-7,L0063,1024,reuse_intensive,False
57,0,5,0,tenant-5,L0005,1024,reuse_intensive,False
58,0,1,1,tenant-1,L0001,1024,reuse_intensive,False
59,0,15,2,tenant-7,L0015,1024,reuse_intensive,False
60,1,65,0,tenant-1,L0065,1024,reuse_intensive,False
61,1,69,0,tenant-5,L0069,1024,reuse_intensive,False
62,1,66,0,tenant-2,L0066,1024,reuse_intensive,False
63,1,75,0,tenant-3,L0075,1024,reuse_intensive,False
64,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
65,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
66,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
67,1,65,1,tenant-1,L0065,1024,reuse_intensive,False
68,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
69,1,77,0,tenant-5,L0077,1024,reuse_intensive,False
70,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
71,1,69,1,tenant-5,L0069,1024,reuse_intensive,False
72,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
73,1,69,2,tenant-5,L0069,1024,reuse_intensive,False
74,1,76,0,tenant-4,L0076,1024,reuse_intensive,False
75,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
76,1,76,1,tenant-4,L0076,1024,reuse_intensive,False
77,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
78,1,66,1,tenant-2,L0066,1024,reuse_intensive,False
79,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
80,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
81,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
82,1,76,2,tenant-4,L0076,1024,reuse_intensive,False
83,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
84,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
85,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
86,1,65,2,tenant-1,L0065,1024,reuse_intensive,False
87,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
88,1,86,0,tenant-6,L0086,1024,reuse_intensive,False
89,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
90,1,120,0,tenant-0,L0120,1024,reuse_intensive,False
91,1,65,0,tenant-1,L0065,1024,reuse_intensive,False
92,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
93,1,80,0,tenant-0,L0080,1024,reuse_intensive,False
94,1,65,1,tenant-1,L0065,1024,reuse_intensive,False
95,1,65,2,tenant-1,L0065,1024,reuse_intensive,False
96,1,118,0,tenant-6,L0118,1024,reuse_intensive,False
97,1,100,0,tenant-4,L0100,1024,reuse_intensive,False
98,1,66,2,tenant-2,L0066,1024,reuse_intensive,False
99,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
100,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
101,1,70,0,tenant-6,L0070,1024,reuse_intensive,False
102,1,67,0,tenant-3,L0067,1024,reuse_intensive,False
103,1,80,1,tenant-0,L0080,1024,reuse_intensive,False
104,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
105,1,66,0,tenant-2,L0066,1024,reuse_intensive,False
106,1,78,0,tenant-6,L0078,1024,reuse_intensive,False
107,1,68,0,tenant-4,L0068,1024,reuse_intensive,False
108,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
109,1,66,1,tenant-2,L0066,1024,reuse_intensive,False
110,1,92,0,tenant-4,L0092,1024,reuse_intensive,False
111,1,81,0,tenant-1,L0081,1024,reuse_intensive,False
112,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
113,1,110,0,tenant-6,L0110,1024,reuse_intensive,False
114,1,65,0,tenant-1,L0065,1024,reuse_intensive,False
115,1,66,2,tenant-2,L0066,1024,reuse_intensive,False
116,1,66,0,tenant-2,L0066,1024,reuse_intensive,False
117,1,65,1,tenant-1,L0065,1024,reuse_intensive,False
118,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
119,1,69,0,tenant-5,L0069,1024,reuse_intensive,False
