request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,workload,discard
0,0,24,0,tenant-0,L0024,4096,reuse_intensive,True
1,0,1,0,tenant-1,L0001,4096,reuse_intensive,True
2,0,0,0,tenant-0,L0000,4096,reuse_intensive,True
3,0,2,0,tenant-2,L0002,4096,reuse_intensive,True
4,0,1,1,tenant-1,L0001,4096,reuse_intensive,True
5,0,0,1,tenant-0,L0000,4096,reuse_intensive,True
6,0,0,2,tenant-0,L0000,4096,reuse_intensive,True
7,0,2,1,tenant-2,L0002,4096,reuse_intensive,True
8,0,6,0,tenant-6,L0006,4096,reuse_intensive,True
9,0,0,0,tenant-0,L0000,4096,reuse_intensive,True
10,0,15,0,tenant-7,L0015,4096,reuse_intensive,True
11,0,0,1,tenant-0,L0000,4096,reuse_intensive,True
12,0,0,2,tenant-0,L0000,4096,reuse_intensive,True
13,0,5,0,tenant-5,L0005,4096,reuse_intensive,True
14,0,5,1,tenant-5,L0005,4096,reuse_intensive,True
15,0,2,2,tenant-2,L0002,4096,reuse_intensive,True
16,0,5,2,tenant-5,L0005,4096,reuse_intensive,True
17,0,7,0,tenant-7,L0007,4096,reuse_intensive,True
18,0,0,0,tenant-0,L0000,4096,reuse_intensive,True
19,0,7,1,tenant-7,L0007,4096,reuse_intensive,True
20,0,0,1,tenant-0,L0000,4096,reuse_intensive,True
21,0,6,1,tenant-6,L0006,4096,reuse_intensive,True
22,0,8,0,tenant-0,L0008,4096,reuse_intensive,True
23,0,0,2,tenant-0,L0000,4096,reuse_intensive,True
24,0,21,0,tenant-5,L0021,4096,reuse_intensive,False
25,0,1,2,tenant-1,L0001,4096,reuse_intensive,False
26,0,2,0,tenant-2,L0002,4096,reuse_intensive,False
27,0,7,2,tenant-7,L0007,4096,reuse_intensive,False
28,0,0,0,tenant-0,L0000,4096,reuse_intensive,False
29,0,43,0,tenant-3,L0043,4096,reuse_intensive,False
30,0,6,2,tenant-6,L0006,4096,reuse_intensive,False
31,0,11,0,tenant-3,L0011,4096,reuse_intensive,False
32,0,15,1,tenant-7,L0015,4096,reuse_intensive,False
33,0,33,0,tenant-1,L0033,4096,reuse_intensive,False
34,0,10,0,tenant-2,L0010,4096,reuse_intensive,False
35,0,22,0,tenant-6,L0022,4096,reuse_intensive,False
36,0,0,1,tenant-0,L0000,4096,reuse_intensive,False
37,0,23,0,tenant-7,L0023,4096,reuse_intensive,False
38,0,9,0,tenant-1,L0009,4096,reuse_intensive,False
39,0,0,2,tenant-0,L0000,4096,reuse_intensive,False
40,0,44,0,tenant-4,L0044,4096,reuse_intensive,False
41,0,2,1,tenant-2,L0002,4096,reuse_intensive,False
