request_id,session_hash,step_number,prefix_tokens,discard
0,60782a51a544949ffcdf,1,301,True
1,147d251fbe4d3c8bce92,1,298,True
2,830a123b96f5af1bb901,1,294,True
3,7a0b83554fbb7b082000,1,301,True
4,3daa7f04bf37682facfd,1,322,True
5,73bd823b2f06b3ba4ccf,1,336,True
6,568f696d7806b406fd91,1,298,True
7,4223fc60ef0893c4ac11,1,301,True
8,f9b3b1f8af9f260a577a,1,320,True
9,f9f976163adc8977a583,1,300,True
10,dddb9606de111a83e1d2,1,325,True
11,73bd823b2f06b3ba4ccf,2,3048,True
12,9c4cda95c466419d28fe,1,303,True
13,7e5df46ac9ca8962193a,1,299,True
14,47215a0640c821c85597,1,303,True
15,181bb6eac2824d2e61de,1,296,True
16,c5c57541d8115d97a059,1,302,True
17,adc6a068b9d0e2c3e404,1,308,True
18,3e68fc554b86c80ebcc8,1,289,True
19,dddb9606de111a83e1d2,2,2432,True
20,6d5fc03df3b53c97d539,1,309,True
21,6f8bbd8b49e3a87905a7,1,305,True
22,66c3a1fd7c03d9cf178a,1,292,True
23,8b4c2e6b8616b08640fa,1,298,True
24,12a61a9050c7c9a45be6,1,301,True
25,b5a7742692ea8711e9f3,1,302,True
26,5ec00024c982dc8afea5,1,294,True
27,9c12fc351daa3ed3ad8c,1,298,True
28,9a2a91b0e19ff88c4cf7,1,294,True
29,012dd63903edde348cbb,1,297,True
30,a28fc49a2949e07a7023,1,308,True
31,365d398c438b92a6598f,1,299,True
32,780de4aff9cdfa103f3d,1,292,True
33,13bc56525292be58356c,1,295,True
34,470f22c8e4faa900be83,1,305,True
35,388cb360832f89a28b80,1,302,True
36,f9b3b1f8af9f260a577a,2,2002,True
37,f9f976163adc8977a583,2,1550,True
38,01d82986a7408163065c,1,307,True
39,d22b91a9c81f5fe0fafa,1,292,True
40,469b79d618beaa815276,1,297,True
41,5a500c7fac22daaea2e9,1,296,True
42,1637c18ff3f5657a61be,1,306,True
43,365d398c438b92a6598f,2,924,True
44,9c12fc351daa3ed3ad8c,2,1299,True
45,921a9ed94530436f2510,1,315,True
46,0276f38a025acc6385e1,1,315,True
47,2661f5042091585cbdbf,1,309,True
48,6d16c91c037f9a0f64be,1,324,True
49,1578fd7703ecf72f84de,1,305,True
50,c1ea8271b1162f38b2ea,1,296,True
51,9403c56ac49ef7065039,1,305,True
52,0a2b6aab2e039afa3d2c,1,307,True
53,ed3723bc92320403bb3a,1,302,True
54,bcc9292baf1a87e16a8b,1,295,True
55,f584466d606b8f88c74f,1,292,True
56,f584466d606b8f88c74f,2,749,True
57,48ed61ce55b3a3f12a4d,1,303,True
58,3c039535d492e8443e14,1,298,True
59,7f3fb4ecbc37abbb6890,1,298,True
60,698912a0991512bdde8b,1,298,True
61,193ecdf5ef5ca299d3f2,1,301,True
62,9e61485654d3a5592286,1,308,True
63,a37dd6d75add69f6cab7,1,300,True
64,f854499d9619caf6c6eb,1,289,True
65,3d71ef12c2ebc9472e76,1,313,True
66,a37dd6d75add69f6cab7,2,993,True
67,29ff784ea5cb76e720a0,1,298,True
68,adc6a068b9d0e2c3e404,2,1323,True
69,4223fc60ef0893c4ac11,2,612,True
70,65fe57fbdb59f99a183c,1,298,True
71,c7d273135d0a6b01d427,1,290,True
72,33ee2296db9f23631ff3,1,306,True
73,ab45ba91f42476a1c172,1,298,True
74,c7c9d8bca2aef99ca7db,1,299,True
75,e4116f4658c2251427e7,1,302,True
76,b5a7742692ea8711e9f3,2,1464,True
77,588a94c4ef39e309ab60,1,295,True
78,8bbeb8ab108e06e7fe6e,1,300,True
79,c8c040a2b56e1262bff2,1,296,True
80,c323ee33d450722c9520,1,308,True
81,db910abb8056f80cec03,1,292,True
82,0926a1975559ff6b80c9,1,298,True
83,0a2b6aab2e039afa3d2c,2,1531,True
84,d9241bf68e3ee69f02cd,1,304,True
85,9381c60b4194a5be0c99,1,302,True
86,568f696d7806b406fd91,2,945,True
87,0858387a84b615badb38,1,293,True
88,c1ea8271b1162f38b2ea,2,1169,True
89,a0ddc09efe11c738f07d,1,296,True
90,563d7ffe327e2a11a704,1,306,True
91,58852938b7be4089c8b2,1,323,True
92,181bb6eac2824d2e61de,2,1448,True
93,f89baabf54dcb1be63bf,1,301,True
94,84cdbb064912a934b22c,1,308,True
95,c939f9cb419dc864a78f,1,289,True
96,dde9c9d41b8d821589d1,1,289,True
97,fd8a3d371616de8f3565,1,309,True
98,939012287a85f9cb94ac,1,294,True
99,6940b43a0b7cac709ace,1,297,True
100,087a2e371c9da317303f,1,309,False
101,b074c112fdfea2cf2387,1,315,False
102,b5a7742692ea8711e9f3,3,1841,False
103,763e9668a3e955754288,1,306,False
104,d9241bf68e3ee69f02cd,2,1201,False
105,548bbdae4ff3d4931a24,1,294,False
106,f16db081b90390c6eb9e,1,292,False
107,66c3a1fd7c03d9cf178a,2,594,False
108,0926a1975559ff6b80c9,2,1498,False
109,763e9668a3e955754288,2,2191,False
110,e7a2f0db3bc4f24270bc,1,309,False
111,9a2a91b0e19ff88c4cf7,2,1146,False
112,34c4f5302d0ab901b888,1,298,False
113,bcc9292baf1a87e16a8b,2,1533,False
114,5d8182f047e7ad79afce,1,285,False
115,3946cb6e6bd21c6ba170,1,300,False
116,3946cb6e6bd21c6ba170,2,1286,False
117,147d251fbe4d3c8bce92,2,574,False
118,73bd823b2f06b3ba4ccf,3,4096,False
119,6d16c91c037f9a0f64be,2,3796,False
120,627ac4657cdf26d2b829,1,293,False
121,563d7ffe327e2a11a704,2,3891,False
122,2408153fb5940aa1feb8,1,291,False
123,470f22c8e4faa900be83,2,1719,False
124,698912a0991512bdde8b,2,1325,False
125,9a2b7ecc4e76b621b62d,1,306,False
126,7e2ac51a2e487e2e42f4,1,296,False
127,aac75cd97c68bdf626dc,1,302,False
128,173f152a4444f668f558,1,297,False
129,3daa7f04bf37682facfd,2,2384,False
130,8d49f0948f20afde6d49,1,314,False
131,2c54983183b32908acfe,1,306,False
132,ca04d7d2418652914b6c,1,298,False
133,4ea421697f5d2984480c,1,294,False
134,4b9f72cffe09db36fd5f,1,296,False
135,9635ce9c08509898cbee,1,298,False
136,9c4cda95c466419d28fe,2,1524,False
137,f89baabf54dcb1be63bf,2,1214,False
138,12a61a9050c7c9a45be6,2,2456,False
139,6092ea921db93c66210d,1,301,False
140,86023f504d7b56fe4a74,1,292,False
141,bd2c85e633e0382ed7bb,1,306,False
142,48ed61ce55b3a3f12a4d,2,1239,False
143,d22b91a9c81f5fe0fafa,2,1194,False
144,939012287a85f9cb94ac,2,1213,False
145,5fde1bbc21ffe5739f12,1,292,False
146,29ff784ea5cb76e720a0,2,802,False
147,c4bc44abbc0bb0990c47,1,291,False
148,f44be9d92d2b997cd5bb,1,298,False
149,147d251fbe4d3c8bce92,3,2900,False
150,a547cbe8b7c6a53aa495,1,288,False
151,4aeb57c645ea3ad595f9,1,295,False
152,34c4f5302d0ab901b888,2,1112,False
153,350de7d097c9a632ced9,1,287,False
154,886b7220e2bbab112387,1,327,False
155,bd9d038024e2a8898a2e,1,299,False
156,b03b8fc7a837827f7a8e,1,296,False
157,181bb6eac2824d2e61de,3,4096,False
158,5ec00024c982dc8afea5,2,1432,False
159,5d8182f047e7ad79afce,2,742,False
160,8d17c829bca260d29f39,1,301,False
161,60782a51a544949ffcdf,2,2336,False
162,7ce3588057e03f8cf84c,1,304,False
163,921a9ed94530436f2510,2,1761,False
164,c939f9cb419dc864a78f,2,1898,False
165,9d547d725a037113db69,1,303,False
166,0276f38a025acc6385e1,2,1036,False
167,91fb1d552a4dc309664d,1,298,False
168,65fe57fbdb59f99a183c,2,897,False
169,17de9923422eeb0ac0f3,1,292,False
170,042900e3e00719b2b983,1,310,False
