experiment_id,rep,cell_id,policy,request_id,trace_id,workload,phase,lineage_id,step,digest,reusable_prefix_tokens,selected_instance,advertised_owners,candidate_hit,dispatch_time_unix,source_truth_coverage_tokens,dispatcher_view_coverage_tokens,advertised_coverage_tokens,dispatch_state_age_s,dispatcher_view_missing,source_view_false_negative,source_view_false_positive,physical_false_positive_affinity,expected_coverage_tokens,expected_net_prefill_ms,raw_candidate_fanout,evaluated_candidate_fanout,actual_reusable_coverage_tokens,validation_attempt,validation_result,fallback,stale_fallback,forced_owner_resets_before_request,coverage_shortfall_tokens,prompt_sha256,ok,error,prior_attempt_errors,attempt_count,sse_parse_errors,ttft_ms,latency_ms,chunks,input_tokens,output_tokens,vllm_cached_tokens
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,24,reuse_intensive:rep0:req24,reuse_intensive,0,0,2,L0000,8192,2,2,True,1789724902.5551965,8192,8192,8192,7.867813110351562e-05,False,False,False,False,8192,163.84,1,1,8224.0,True,cache_reused,False,False,0,0.0,a537e113d9e7fbef13fad5f463cac4d3556bb2273ff9bacfdd2bc9bd0e1ca33a,True,,,1,0,180.415671,520.756505,6,8252,4,8224
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,25,reuse_intensive:rep0:req25,reuse_intensive,0,6,1,L0006,8192,0,0;1;2;3,False,1789724902.5552511,8192,8192,8192,86.92256093025208,False,False,False,False,8192,0.0,4,4,8224.0,False,cache_reused,False,False,0,0.0,878207121db3886cef83ae705a13562f0b670500c14dbaad0a7b1a609f03c5f0,True,,,1,0,182.171497,863.920052,6,8252,4,8224
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,26,reuse_intensive:rep0:req26,reuse_intensive,0,3,0,L0003,8192,3,3,False,1789724902.5552874,8192,8192,8192,111.68206143379211,False,False,False,False,8192,0.0,1,1,8224.0,False,cache_reused,False,False,0,0.0,29fc0aa7d06467b43c160d2c6b99b1f909b2d305a8e9ca703ed9a607d770ac75,True,,,1,0,192.817371,532.717928,6,8252,4,8224
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,27,reuse_intensive:rep0:req27,reuse_intensive,0,1,0,L0001,8192,0,0,True,1789724902.5553188,8192,8192,8192,0.00020766258239746094,False,False,False,False,8192,161.84,1,1,8224.0,True,cache_reused,False,False,0,0.0,5b428df70bba7b62870d36de26068b25d5e6ac26760abc10ba5628c23798e732,True,,,1,0,411.135222,977.466963,6,8252,4,8224
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,28,reuse_intensive:rep0:req28,reuse_intensive,0,1,1,L0001,8192,0,0,True,1789724903.539192,8192,8192,8192,0.0006134510040283203,False,False,False,False,8192,163.84,1,1,8224.0,True,cache_reused,False,False,0,0.0,eb6a44fe8b905de300633bf70f8312b6d6069a6328f122ddd8365add3c98f200,True,,,1,0,176.665606,528.513863,6,8252,4,8224
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,29,reuse_intensive:rep0:req29,reuse_intensive,0,0,0,L0000,8192,2,2,True,1789724903.5392368,8192,8192,8192,0.0024979114532470703,False,False,False,False,8192,163.84,1,1,8224.0,True,cache_reused,False,False,0,0.0,6016383f67275265c51ab763b0b862d2f63aaed683e9e3b0d4f7d872c3cece3e,True,,,1,0,208.167982,580.21656,6,8252,4,8224
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,30,reuse_intensive:rep0:req30,reuse_intensive,0,0,1,L0000,8192,2,2,True,1789724903.5392702,8192,8192,8192,0.002531290054321289,False,False,False,False,8192,161.84,1,1,8224.0,True,cache_reused,False,False,0,0.0,0b243361badfdac8da9b4897ee20d016c7bbc5162983a3a914169b3ce55c8858,True,,,1,0,333.034352,692.7737,6,8252,4,8224
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,31,reuse_intensive:rep0:req31,reuse_intensive,0,29,0,L0029,8192,3,,False,1789724903.5392947,0,0,0,,False,False,False,False,0,0.0,0,0,32.0,False,cache_miss,False,False,0,0.0,91092d879981d50fd158d371832e1de76a2574f6689f5742bd3d4e6623eea9ac,True,,,1,0,7410.266227,7755.165804,6,8252,4,32
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,32,reuse_intensive:rep0:req32,reuse_intensive,0,30,0,L0030,8192,2,,False,1789724911.3006907,0,0,0,,False,False,False,False,0,0.0,0,0,32.0,False,cache_miss,False,False,0,0.0,2e049c771049b3db7bd936c552b84df1d628d8dde19a5c967ebeb648f937f353,True,,,1,0,7557.066403,8213.590694,6,8252,4,32
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,33,reuse_intensive:rep0:req33,reuse_intensive,0,1,2,L0001,8192,0,0,True,1789724911.300741,8192,8192,8192,0.002434253692626953,False,False,False,False,8192,163.84,1,1,8224.0,True,cache_reused,False,False,0,0.0,811d49f888875829912a9cbea6ffd097c1866247a435e53878e9684e8fe150e2,True,,,1,0,343.980118,707.019202,6,8252,4,8224
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,34,reuse_intensive:rep0:req34,reuse_intensive,0,0,2,L0000,8192,2,2,True,1789724911.300779,8192,8192,8192,0.001245260238647461,False,False,False,False,8192,161.84,1,1,8224.0,True,cache_reused,False,False,0,0.0,6b16377ee381346ef652ec7260f73168c87c7936c7c5da805d4404840d87f119,True,,,1,0,7554.333421,8210.769196,6,8252,4,8224
