request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,discard
0,0,0,0,tenant-0,L0000,2048,True
1,0,53,0,tenant-5,L0053,2048,True
2,0,0,1,tenant-0,L0000,2560,True
3,0,51,0,tenant-3,L0051,2048,True
4,0,0,2,tenant-0,L0000,3072,True
5,0,6,0,tenant-6,L0006,2048,True
6,0,12,0,tenant-4,L0012,2048,True
7,0,4,0,tenant-4,L0004,2048,True
8,0,13,0,tenant-5,L0013,2048,True
9,0,1,0,tenant-1,L0001,2048,True
10,0,17,0,tenant-1,L0017,2048,True
11,0,9,0,tenant-1,L0009,2048,True
12,0,2,0,tenant-2,L0002,2048,True
13,0,0,0,tenant-0,L0000,2048,True
14,0,37,0,tenant-5,L0037,2048,True
15,0,1,1,tenant-1,L0001,2560,True
16,0,18,0,tenant-2,L0018,2048,True
17,0,39,0,tenant-7,L0039,2048,True
18,0,12,1,tenant-4,L0012,2560,True
19,0,27,0,tenant-3,L0027,2048,True
20,0,63,0,tenant-7,L0063,2048,True
21,0,0,1,tenant-0,L0000,2560,True
22,0,41,0,tenant-1,L0041,2048,True
23,0,12,2,tenant-4,L0012,3072,True
24,0,25,0,tenant-1,L0025,2048,True
25,0,60,0,tenant-4,L0060,2048,True
26,0,3,0,tenant-3,L0003,2048,True
27,0,14,0,tenant-6,L0014,2048,True
28,0,55,0,tenant-7,L0055,2048,True
29,0,3,1,tenant-3,L0003,2560,True
30,0,18,1,tenant-2,L0018,2560,True
31,0,6,1,tenant-6,L0006,2560,True
32,0,32,0,tenant-0,L0032,2048,False
33,0,24,0,tenant-0,L0024,2048,False
34,0,0,2,tenant-0,L0000,3072,False
35,0,20,0,tenant-4,L0020,2048,False
36,0,1,2,tenant-1,L0001,3072,False
37,0,42,0,tenant-2,L0042,2048,False
38,0,2,1,tenant-2,L0002,2560,False
39,0,43,0,tenant-3,L0043,2048,False
40,0,4,1,tenant-4,L0004,2560,False
41,0,53,1,tenant-5,L0053,2560,False
42,0,8,0,tenant-0,L0008,2048,False
43,0,4,2,tenant-4,L0004,3072,False
44,0,33,0,tenant-1,L0033,2048,False
45,0,27,1,tenant-3,L0027,2560,False
46,0,61,0,tenant-5,L0061,2048,False
47,0,0,0,tenant-0,L0000,2048,False
48,0,8,1,tenant-0,L0008,2560,False
49,0,19,0,tenant-3,L0019,2048,False
50,0,17,1,tenant-1,L0017,2560,False
51,0,0,1,tenant-0,L0000,2560,False
52,0,8,2,tenant-0,L0008,3072,False
53,0,35,0,tenant-3,L0035,2048,False
54,0,3,2,tenant-3,L0003,3072,False
55,0,32,1,tenant-0,L0032,2560,False
56,0,6,2,tenant-6,L0006,3072,False
57,0,10,0,tenant-2,L0010,2048,False
58,0,3,0,tenant-3,L0003,2048,False
59,0,13,1,tenant-5,L0013,2560,False
60,0,2,2,tenant-2,L0002,3072,False
61,0,16,0,tenant-0,L0016,2048,False
62,0,22,0,tenant-6,L0022,2048,False
63,0,0,2,tenant-0,L0000,3072,False
64,1,71,0,tenant-7,L0071,2048,False
65,1,85,0,tenant-5,L0085,2048,False
66,1,123,0,tenant-3,L0123,2048,False
67,1,71,1,tenant-7,L0071,2560,False
68,1,64,0,tenant-0,L0064,2048,False
69,1,125,0,tenant-5,L0125,2048,False
70,1,95,0,tenant-7,L0095,2048,False
71,1,96,0,tenant-0,L0096,2048,False
72,1,80,0,tenant-0,L0080,2048,False
73,1,69,0,tenant-5,L0069,2048,False
74,1,118,0,tenant-6,L0118,2048,False
75,1,67,0,tenant-3,L0067,2048,False
76,1,114,0,tenant-2,L0114,2048,False
77,1,110,0,tenant-6,L0110,2048,False
78,1,70,0,tenant-6,L0070,2048,False
79,1,66,0,tenant-2,L0066,2048,False
80,1,99,0,tenant-3,L0099,2048,False
81,1,71,2,tenant-7,L0071,3072,False
82,1,73,0,tenant-1,L0073,2048,False
83,1,108,0,tenant-4,L0108,2048,False
84,1,66,1,tenant-2,L0066,2560,False
85,1,118,1,tenant-6,L0118,2560,False
86,1,77,0,tenant-5,L0077,2048,False
87,1,82,0,tenant-2,L0082,2048,False
88,1,64,1,tenant-0,L0064,2560,False
89,1,121,0,tenant-1,L0121,2048,False
90,1,72,0,tenant-0,L0072,2048,False
91,1,78,0,tenant-6,L0078,2048,False
92,1,64,2,tenant-0,L0064,3072,False
93,1,77,1,tenant-5,L0077,2560,False
94,1,115,0,tenant-3,L0115,2048,False
95,1,71,0,tenant-7,L0071,2048,False
96,1,108,1,tenant-4,L0108,2560,False
97,1,127,0,tenant-7,L0127,2048,False
98,1,77,2,tenant-5,L0077,3072,False
99,1,110,1,tenant-6,L0110,2560,False
100,1,73,1,tenant-1,L0073,2560,False
101,1,120,0,tenant-0,L0120,2048,False
102,1,104,0,tenant-0,L0104,2048,False
103,1,82,1,tenant-2,L0082,2560,False
104,1,72,1,tenant-0,L0072,2560,False
105,1,88,0,tenant-0,L0088,2048,False
106,1,108,2,tenant-4,L0108,3072,False
107,1,122,0,tenant-2,L0122,2048,False
108,1,71,1,tenant-7,L0071,2560,False
109,1,119,0,tenant-7,L0119,2048,False
110,1,106,0,tenant-2,L0106,2048,False
111,1,67,1,tenant-3,L0067,2560,False
112,1,84,0,tenant-4,L0084,2048,False
113,1,102,0,tenant-6,L0102,2048,False
114,1,76,0,tenant-4,L0076,2048,False
115,1,102,1,tenant-6,L0102,2560,False
116,1,79,0,tenant-7,L0079,2048,False
117,1,65,0,tenant-1,L0065,2048,False
118,1,94,0,tenant-6,L0094,2048,False
119,1,65,1,tenant-1,L0065,2560,False
120,1,94,1,tenant-6,L0094,2560,False
121,1,71,2,tenant-7,L0071,3072,False
122,1,64,0,tenant-0,L0064,2048,False
123,1,81,0,tenant-1,L0081,2048,False
124,1,79,1,tenant-7,L0079,2560,False
125,1,108,0,tenant-4,L0108,2048,False
126,1,67,2,tenant-3,L0067,3072,False
127,1,111,0,tenant-7,L0111,2048,False
