request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,discard
0,0,28,0,tenant-4,L0028,2048,True
1,0,17,0,tenant-1,L0017,2048,True
2,0,54,0,tenant-6,L0054,2048,True
3,0,0,0,tenant-0,L0000,2048,True
4,0,13,0,tenant-5,L0013,2048,True
5,0,39,0,tenant-7,L0039,2048,True
6,0,56,0,tenant-0,L0056,2048,True
7,0,61,0,tenant-5,L0061,2048,True
8,0,42,0,tenant-2,L0042,2048,True
9,0,14,0,tenant-6,L0014,2048,True
10,0,5,0,tenant-5,L0005,2048,True
11,0,1,0,tenant-1,L0001,2048,True
12,0,33,0,tenant-1,L0033,2048,True
13,0,8,0,tenant-0,L0008,2048,True
14,0,25,0,tenant-1,L0025,2048,True
15,0,20,0,tenant-4,L0020,2048,True
16,0,14,1,tenant-6,L0014,2560,True
17,0,21,0,tenant-5,L0021,2048,True
18,0,12,0,tenant-4,L0012,2048,True
19,0,50,0,tenant-2,L0050,2048,True
20,0,39,1,tenant-7,L0039,2560,True
21,0,8,1,tenant-0,L0008,2560,True
22,0,41,0,tenant-1,L0041,2048,True
23,0,39,2,tenant-7,L0039,3072,True
24,0,31,0,tenant-7,L0031,2048,True
25,0,61,1,tenant-5,L0061,2560,True
26,0,30,0,tenant-6,L0030,2048,True
27,0,50,1,tenant-2,L0050,2560,True
28,0,28,1,tenant-4,L0028,2560,True
29,0,16,0,tenant-0,L0016,2048,True
30,0,5,1,tenant-5,L0005,2560,True
31,0,13,1,tenant-5,L0013,2560,True
32,0,2,0,tenant-2,L0002,2048,False
33,0,3,0,tenant-3,L0003,2048,False
34,0,9,0,tenant-1,L0009,2048,False
35,0,59,0,tenant-3,L0059,2048,False
36,0,13,2,tenant-5,L0013,3072,False
37,0,2,1,tenant-2,L0002,2560,False
38,0,8,2,tenant-0,L0008,3072,False
39,0,38,0,tenant-6,L0038,2048,False
40,0,42,1,tenant-2,L0042,2560,False
41,0,4,0,tenant-4,L0004,2048,False
42,0,24,0,tenant-0,L0024,2048,False
43,0,0,1,tenant-0,L0000,2560,False
44,0,14,2,tenant-6,L0014,3072,False
45,0,0,2,tenant-0,L0000,3072,False
46,0,1,1,tenant-1,L0001,2560,False
47,0,5,2,tenant-5,L0005,3072,False
48,0,5,0,tenant-5,L0005,2048,False
49,0,8,0,tenant-0,L0008,2048,False
50,0,32,0,tenant-0,L0032,2048,False
51,0,0,0,tenant-0,L0000,2048,False
52,0,32,1,tenant-0,L0032,2560,False
53,0,11,0,tenant-3,L0011,2048,False
54,0,0,1,tenant-0,L0000,2560,False
55,0,1,2,tenant-1,L0001,3072,False
56,0,61,2,tenant-5,L0061,3072,False
57,0,8,1,tenant-0,L0008,2560,False
58,0,21,1,tenant-5,L0021,2560,False
59,0,43,0,tenant-3,L0043,2048,False
60,0,10,0,tenant-2,L0010,2048,False
61,0,1,0,tenant-1,L0001,2048,False
62,0,27,0,tenant-3,L0027,2048,False
63,0,14,0,tenant-6,L0014,2048,False
64,1,64,0,tenant-0,L0064,2048,False
65,1,109,0,tenant-5,L0109,2048,False
66,1,119,0,tenant-7,L0119,2048,False
67,1,91,0,tenant-3,L0091,2048,False
68,1,107,0,tenant-3,L0107,2048,False
69,1,68,0,tenant-4,L0068,2048,False
70,1,84,0,tenant-4,L0084,2048,False
71,1,93,0,tenant-5,L0093,2048,False
72,1,104,0,tenant-0,L0104,2048,False
73,1,104,1,tenant-0,L0104,2560,False
74,1,101,0,tenant-5,L0101,2048,False
75,1,98,0,tenant-2,L0098,2048,False
76,1,85,0,tenant-5,L0085,2048,False
77,1,89,0,tenant-1,L0089,2048,False
78,1,125,0,tenant-5,L0125,2048,False
79,1,79,0,tenant-7,L0079,2048,False
80,1,65,0,tenant-1,L0065,2048,False
81,1,106,0,tenant-2,L0106,2048,False
82,1,101,1,tenant-5,L0101,2560,False
83,1,66,0,tenant-2,L0066,2048,False
84,1,91,1,tenant-3,L0091,2560,False
85,1,79,1,tenant-7,L0079,2560,False
86,1,67,0,tenant-3,L0067,2048,False
87,1,64,1,tenant-0,L0064,2560,False
88,1,66,1,tenant-2,L0066,2560,False
89,1,72,0,tenant-0,L0072,2048,False
90,1,96,0,tenant-0,L0096,2048,False
91,1,104,2,tenant-0,L0104,3072,False
92,1,65,1,tenant-1,L0065,2560,False
93,1,76,0,tenant-4,L0076,2048,False
94,1,67,1,tenant-3,L0067,2560,False
95,1,122,0,tenant-2,L0122,2048,False
96,1,79,2,tenant-7,L0079,3072,False
97,1,80,0,tenant-0,L0080,2048,False
98,1,126,0,tenant-6,L0126,2048,False
99,1,91,2,tenant-3,L0091,3072,False
100,1,113,0,tenant-1,L0113,2048,False
101,1,64,2,tenant-0,L0064,3072,False
102,1,99,0,tenant-3,L0099,2048,False
103,1,90,0,tenant-2,L0090,2048,False
104,1,67,2,tenant-3,L0067,3072,False
105,1,73,0,tenant-1,L0073,2048,False
106,1,89,1,tenant-1,L0089,2560,False
107,1,121,0,tenant-1,L0121,2048,False
108,1,89,2,tenant-1,L0089,3072,False
109,1,69,0,tenant-5,L0069,2048,False
110,1,106,1,tenant-2,L0106,2560,False
111,1,97,0,tenant-1,L0097,2048,False
112,1,98,1,tenant-2,L0098,2560,False
113,1,70,0,tenant-6,L0070,2048,False
114,1,104,0,tenant-0,L0104,2048,False
115,1,90,1,tenant-2,L0090,2560,False
116,1,66,2,tenant-2,L0066,3072,False
117,1,65,2,tenant-1,L0065,3072,False
118,1,72,1,tenant-0,L0072,2560,False
119,1,97,1,tenant-1,L0097,2560,False
120,1,85,1,tenant-5,L0085,2560,False
121,1,76,1,tenant-4,L0076,2560,False
122,1,127,0,tenant-7,L0127,2048,False
123,1,88,0,tenant-0,L0088,2048,False
124,1,67,0,tenant-3,L0067,2048,False
125,1,64,0,tenant-0,L0064,2048,False
126,1,66,0,tenant-2,L0066,2048,False
127,1,81,0,tenant-1,L0081,2048,False
