request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,discard
0,0,13,0,tenant-5,L0013,2048,True
1,0,13,1,tenant-5,L0013,2560,True
2,0,18,0,tenant-2,L0018,2048,True
3,0,23,0,tenant-7,L0023,2048,True
4,0,41,0,tenant-1,L0041,2048,True
5,0,43,0,tenant-3,L0043,2048,True
6,0,45,0,tenant-5,L0045,2048,True
7,0,53,0,tenant-5,L0053,2048,True
8,0,4,0,tenant-4,L0004,2048,True
9,0,4,1,tenant-4,L0004,2560,True
10,0,14,0,tenant-6,L0014,2048,True
11,0,8,0,tenant-0,L0008,2048,True
12,0,0,0,tenant-0,L0000,2048,True
13,0,29,0,tenant-5,L0029,2048,True
14,0,3,0,tenant-3,L0003,2048,True
15,0,25,0,tenant-1,L0025,2048,True
16,0,0,1,tenant-0,L0000,2560,True
17,0,47,0,tenant-7,L0047,2048,True
18,0,5,0,tenant-5,L0005,2048,True
19,0,16,0,tenant-0,L0016,2048,True
20,0,0,2,tenant-0,L0000,3072,True
21,0,48,0,tenant-0,L0048,2048,True
22,0,10,0,tenant-2,L0010,2048,True
23,0,0,0,tenant-0,L0000,2048,True
24,0,2,0,tenant-2,L0002,2048,True
25,0,21,0,tenant-5,L0021,2048,True
26,0,5,1,tenant-5,L0005,2560,True
27,0,6,0,tenant-6,L0006,2048,True
28,0,0,1,tenant-0,L0000,2560,True
29,0,21,1,tenant-5,L0021,2560,True
30,0,23,1,tenant-7,L0023,2560,True
31,0,49,0,tenant-1,L0049,2048,True
32,0,22,0,tenant-6,L0022,2048,False
33,0,32,0,tenant-0,L0032,2048,False
34,0,2,1,tenant-2,L0002,2560,False
35,0,3,1,tenant-3,L0003,2560,False
36,0,5,2,tenant-5,L0005,3072,False
37,0,44,0,tenant-4,L0044,2048,False
38,0,27,0,tenant-3,L0027,2048,False
39,0,25,1,tenant-1,L0025,2560,False
40,0,4,2,tenant-4,L0004,3072,False
41,0,5,0,tenant-5,L0005,2048,False
42,0,3,2,tenant-3,L0003,3072,False
43,0,3,0,tenant-3,L0003,2048,False
44,0,16,1,tenant-0,L0016,2560,False
45,0,39,0,tenant-7,L0039,2048,False
46,0,25,2,tenant-1,L0025,3072,False
47,0,41,1,tenant-1,L0041,2560,False
48,0,6,1,tenant-6,L0006,2560,False
49,0,22,1,tenant-6,L0022,2560,False
50,0,18,1,tenant-2,L0018,2560,False
51,0,29,1,tenant-5,L0029,2560,False
52,0,41,2,tenant-1,L0041,3072,False
53,0,49,1,tenant-1,L0049,2560,False
54,0,33,0,tenant-1,L0033,2048,False
55,0,23,2,tenant-7,L0023,3072,False
56,0,26,0,tenant-2,L0026,2048,False
57,0,10,1,tenant-2,L0010,2560,False
58,0,0,2,tenant-0,L0000,3072,False
59,0,1,0,tenant-1,L0001,2048,False
60,0,1,1,tenant-1,L0001,2560,False
61,0,4,0,tenant-4,L0004,2048,False
62,0,48,1,tenant-0,L0048,2560,False
63,0,13,2,tenant-5,L0013,3072,False
64,1,98,0,tenant-2,L0098,2048,False
65,1,105,0,tenant-1,L0105,2048,False
66,1,124,0,tenant-4,L0124,2048,False
67,1,85,0,tenant-5,L0085,2048,False
68,1,77,0,tenant-5,L0077,2048,False
69,1,70,0,tenant-6,L0070,2048,False
70,1,84,0,tenant-4,L0084,2048,False
71,1,74,0,tenant-2,L0074,2048,False
72,1,108,0,tenant-4,L0108,2048,False
73,1,93,0,tenant-5,L0093,2048,False
74,1,93,1,tenant-5,L0093,2560,False
75,1,111,0,tenant-7,L0111,2048,False
76,1,102,0,tenant-6,L0102,2048,False
77,1,91,0,tenant-3,L0091,2048,False
78,1,92,0,tenant-4,L0092,2048,False
79,1,118,0,tenant-6,L0118,2048,False
80,1,119,0,tenant-7,L0119,2048,False
81,1,96,0,tenant-0,L0096,2048,False
82,1,122,0,tenant-2,L0122,2048,False
83,1,76,0,tenant-4,L0076,2048,False
84,1,98,1,tenant-2,L0098,2560,False
85,1,70,1,tenant-6,L0070,2560,False
86,1,64,0,tenant-0,L0064,2048,False
87,1,67,0,tenant-3,L0067,2048,False
88,1,95,0,tenant-7,L0095,2048,False
89,1,93,2,tenant-5,L0093,3072,False
90,1,74,1,tenant-2,L0074,2560,False
91,1,126,0,tenant-6,L0126,2048,False
92,1,102,1,tenant-6,L0102,2560,False
93,1,109,0,tenant-5,L0109,2048,False
94,1,74,2,tenant-2,L0074,3072,False
95,1,66,0,tenant-2,L0066,2048,False
96,1,122,1,tenant-2,L0122,2560,False
97,1,66,1,tenant-2,L0066,2560,False
98,1,81,0,tenant-1,L0081,2048,False
99,1,88,0,tenant-0,L0088,2048,False
100,1,83,0,tenant-3,L0083,2048,False
101,1,64,1,tenant-0,L0064,2560,False
102,1,64,2,tenant-0,L0064,3072,False
103,1,73,0,tenant-1,L0073,2048,False
104,1,92,1,tenant-4,L0092,2560,False
105,1,94,0,tenant-6,L0094,2048,False
106,1,92,2,tenant-4,L0092,3072,False
107,1,124,1,tenant-4,L0124,2560,False
108,1,121,0,tenant-1,L0121,2048,False
109,1,114,0,tenant-2,L0114,2048,False
110,1,70,2,tenant-6,L0070,3072,False
111,1,73,1,tenant-1,L0073,2560,False
112,1,80,0,tenant-0,L0080,2048,False
113,1,80,1,tenant-0,L0080,2560,False
114,1,76,1,tenant-4,L0076,2560,False
115,1,120,0,tenant-0,L0120,2048,False
116,1,71,0,tenant-7,L0071,2048,False
117,1,120,1,tenant-0,L0120,2560,False
118,1,80,2,tenant-0,L0080,3072,False
119,1,80,0,tenant-0,L0080,2048,False
120,1,73,2,tenant-1,L0073,3072,False
121,1,64,0,tenant-0,L0064,2048,False
122,1,123,0,tenant-3,L0123,2048,False
123,1,66,2,tenant-2,L0066,3072,False
124,1,75,0,tenant-3,L0075,2048,False
125,1,64,1,tenant-0,L0064,2560,False
126,1,75,1,tenant-3,L0075,2560,False
127,1,82,0,tenant-2,L0082,2048,False
