request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,workload,discard
0,0,27,0,tenant-3,L0027,2048,original_compatible,True
1,0,1,0,tenant-1,L0001,2048,original_compatible,True
2,0,4,0,tenant-4,L0004,2048,original_compatible,True
3,0,0,0,tenant-0,L0000,2048,original_compatible,True
4,0,4,1,tenant-4,L0004,2560,original_compatible,True
5,0,0,1,tenant-0,L0000,2560,original_compatible,True
6,0,9,0,tenant-1,L0009,2048,original_compatible,True
7,0,2,0,tenant-2,L0002,2048,original_compatible,True
8,0,2,1,tenant-2,L0002,2560,original_compatible,True
9,0,6,0,tenant-6,L0006,2048,original_compatible,True
10,0,1,1,tenant-1,L0001,2560,original_compatible,True
11,0,1,2,tenant-1,L0001,3072,original_compatible,True
12,0,11,0,tenant-3,L0011,2048,original_compatible,True
13,0,2,2,tenant-2,L0002,3072,original_compatible,True
14,0,0,2,tenant-0,L0000,3072,original_compatible,True
15,0,0,0,tenant-0,L0000,2048,original_compatible,True
16,0,1,0,tenant-1,L0001,2048,original_compatible,True
17,0,1,1,tenant-1,L0001,2560,original_compatible,True
18,0,3,0,tenant-3,L0003,2048,original_compatible,True
19,0,2,0,tenant-2,L0002,2048,original_compatible,True
20,0,7,0,tenant-7,L0007,2048,original_compatible,True
21,0,1,2,tenant-1,L0001,3072,original_compatible,True
22,0,8,0,tenant-0,L0008,2048,original_compatible,True
23,0,2,1,tenant-2,L0002,2560,original_compatible,True
24,0,0,1,tenant-0,L0000,2560,original_compatible,False
25,0,30,0,tenant-6,L0030,2048,original_compatible,False
26,0,1,0,tenant-1,L0001,2048,original_compatible,False
27,0,1,1,tenant-1,L0001,2560,original_compatible,False
28,0,5,0,tenant-5,L0005,2048,original_compatible,False
29,0,1,2,tenant-1,L0001,3072,original_compatible,False
30,0,0,2,tenant-0,L0000,3072,original_compatible,False
31,0,0,0,tenant-0,L0000,2048,original_compatible,False
32,0,5,1,tenant-5,L0005,2560,original_compatible,False
33,0,2,2,tenant-2,L0002,3072,original_compatible,False
34,0,2,0,tenant-2,L0002,2048,original_compatible,False
35,0,5,2,tenant-5,L0005,3072,original_compatible,False
36,0,0,1,tenant-0,L0000,2560,original_compatible,False
37,0,4,2,tenant-4,L0004,3072,original_compatible,False
38,0,1,0,tenant-1,L0001,2048,original_compatible,False
39,0,0,2,tenant-0,L0000,3072,original_compatible,False
40,0,15,0,tenant-7,L0015,2048,original_compatible,False
