request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,workload,discard
0,0,0,0,tenant-0,L0000,4096,reuse_intensive,True
1,0,3,0,tenant-3,L0003,4096,reuse_intensive,True
2,0,5,0,tenant-5,L0005,1024,reuse_intensive,True
3,0,1,0,tenant-1,L0001,1024,reuse_intensive,True
4,0,26,0,tenant-2,L0026,2048,reuse_intensive,True
5,0,1,1,tenant-1,L0001,1024,reuse_intensive,True
6,0,1,2,tenant-1,L0001,1024,reuse_intensive,True
7,0,25,0,tenant-1,L0025,2048,reuse_intensive,True
8,0,1,0,tenant-1,L0001,1024,reuse_intensive,True
9,0,3,1,tenant-3,L0003,4096,reuse_intensive,True
10,0,0,1,tenant-0,L0000,4096,reuse_intensive,True
11,0,10,0,tenant-2,L0010,4096,reuse_intensive,True
12,0,0,2,tenant-0,L0000,4096,reuse_intensive,True
13,0,5,1,tenant-5,L0005,1024,reuse_intensive,True
14,0,5,2,tenant-5,L0005,1024,reuse_intensive,True
15,0,1,1,tenant-1,L0001,1024,reuse_intensive,True
16,0,6,0,tenant-6,L0006,4096,reuse_intensive,True
17,0,12,0,tenant-4,L0012,4096,reuse_intensive,True
18,0,60,0,tenant-4,L0060,2048,reuse_intensive,True
19,0,49,0,tenant-1,L0049,2048,reuse_intensive,True
20,0,9,0,tenant-1,L0009,2048,reuse_intensive,True
21,0,6,1,tenant-6,L0006,4096,reuse_intensive,True
22,0,1,2,tenant-1,L0001,1024,reuse_intensive,True
23,0,0,0,tenant-0,L0000,4096,reuse_intensive,True
24,0,0,1,tenant-0,L0000,4096,reuse_intensive,False
25,0,1,0,tenant-1,L0001,1024,reuse_intensive,False
26,0,6,2,tenant-6,L0006,4096,reuse_intensive,False
27,0,3,2,tenant-3,L0003,4096,reuse_intensive,False
28,0,3,0,tenant-3,L0003,4096,reuse_intensive,False
29,0,3,1,tenant-3,L0003,4096,reuse_intensive,False
30,0,17,0,tenant-1,L0017,2048,reuse_intensive,False
31,0,7,0,tenant-7,L0007,2048,reuse_intensive,False
32,0,0,2,tenant-0,L0000,4096,reuse_intensive,False
33,0,7,1,tenant-7,L0007,2048,reuse_intensive,False
34,0,6,0,tenant-6,L0006,4096,reuse_intensive,False
35,0,0,0,tenant-0,L0000,4096,reuse_intensive,False
36,0,5,0,tenant-5,L0005,1024,reuse_intensive,False
37,0,3,2,tenant-3,L0003,4096,reuse_intensive,False
38,0,34,0,tenant-2,L0034,1024,reuse_intensive,False
39,0,6,1,tenant-6,L0006,4096,reuse_intensive,False
40,0,15,0,tenant-7,L0015,2048,reuse_intensive,False
41,0,0,1,tenant-0,L0000,4096,reuse_intensive,False
42,0,9,1,tenant-1,L0009,2048,reuse_intensive,False
43,0,18,0,tenant-2,L0018,4096,reuse_intensive,False
44,0,14,0,tenant-6,L0014,1024,reuse_intensive,False
45,0,0,2,tenant-0,L0000,4096,reuse_intensive,False
46,0,6,2,tenant-6,L0006,4096,reuse_intensive,False
47,0,0,0,tenant-0,L0000,4096,reuse_intensive,False
48,0,1,1,tenant-1,L0001,1024,reuse_intensive,False
49,0,1,2,tenant-1,L0001,1024,reuse_intensive,False
50,0,0,1,tenant-0,L0000,4096,reuse_intensive,False
51,0,5,1,tenant-5,L0005,1024,reuse_intensive,False
52,0,16,0,tenant-0,L0016,4096,reuse_intensive,False
53,0,2,0,tenant-2,L0002,2048,reuse_intensive,False
54,0,21,0,tenant-5,L0021,4096,reuse_intensive,False
55,0,24,0,tenant-0,L0024,2048,reuse_intensive,False
56,0,2,1,tenant-2,L0002,2048,reuse_intensive,False
57,0,1,0,tenant-1,L0001,1024,reuse_intensive,False
58,0,27,0,tenant-3,L0027,4096,reuse_intensive,False
59,0,36,0,tenant-4,L0036,1024,reuse_intensive,False
60,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
61,1,66,0,tenant-2,L0066,4096,reuse_intensive,False
62,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
63,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
64,1,102,0,tenant-6,L0102,2048,reuse_intensive,False
65,1,65,0,tenant-1,L0065,1024,reuse_intensive,False
66,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
67,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
68,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
69,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
70,1,70,0,tenant-6,L0070,4096,reuse_intensive,False
71,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
72,1,118,0,tenant-6,L0118,2048,reuse_intensive,False
73,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
74,1,65,1,tenant-1,L0065,1024,reuse_intensive,False
75,1,85,0,tenant-5,L0085,4096,reuse_intensive,False
76,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
77,1,111,0,tenant-7,L0111,1024,reuse_intensive,False
78,1,87,0,tenant-7,L0087,2048,reuse_intensive,False
79,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
80,1,76,0,tenant-4,L0076,1024,reuse_intensive,False
81,1,103,0,tenant-7,L0103,2048,reuse_intensive,False
82,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
83,1,105,0,tenant-1,L0105,1024,reuse_intensive,False
84,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
85,1,82,0,tenant-2,L0082,4096,reuse_intensive,False
86,1,65,2,tenant-1,L0065,1024,reuse_intensive,False
87,1,69,0,tenant-5,L0069,2048,reuse_intensive,False
88,1,71,0,tenant-7,L0071,2048,reuse_intensive,False
89,1,66,1,tenant-2,L0066,4096,reuse_intensive,False
90,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
91,1,65,0,tenant-1,L0065,1024,reuse_intensive,False
92,1,67,0,tenant-3,L0067,2048,reuse_intensive,False
93,1,76,1,tenant-4,L0076,1024,reuse_intensive,False
94,1,115,0,tenant-3,L0115,2048,reuse_intensive,False
95,1,67,1,tenant-3,L0067,2048,reuse_intensive,False
96,1,65,1,tenant-1,L0065,1024,reuse_intensive,False
97,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
98,1,65,2,tenant-1,L0065,1024,reuse_intensive,False
99,1,66,2,tenant-2,L0066,4096,reuse_intensive,False
100,1,76,2,tenant-4,L0076,1024,reuse_intensive,False
101,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
102,1,67,2,tenant-3,L0067,2048,reuse_intensive,False
103,1,66,0,tenant-2,L0066,4096,reuse_intensive,False
104,1,65,0,tenant-1,L0065,1024,reuse_intensive,False
105,1,65,1,tenant-1,L0065,1024,reuse_intensive,False
106,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
107,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
108,1,68,0,tenant-4,L0068,1024,reuse_intensive,False
109,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
110,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
111,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
112,1,100,0,tenant-4,L0100,4096,reuse_intensive,False
113,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
114,1,73,0,tenant-1,L0073,2048,reuse_intensive,False
115,1,64,1,tenant-0,L0064,1024,reuse_intensive,False
116,1,64,2,tenant-0,L0064,1024,reuse_intensive,False
117,1,65,2,tenant-1,L0065,1024,reuse_intensive,False
118,1,64,0,tenant-0,L0064,1024,reuse_intensive,False
119,1,65,0,tenant-1,L0065,1024,reuse_intensive,False
