request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,workload,discard
0,0,10,0,tenant-2,L0010,4096,reuse_intensive,True
1,0,1,0,tenant-1,L0001,1024,reuse_intensive,True
2,0,4,0,tenant-4,L0004,4096,reuse_intensive,True
3,0,34,0,tenant-2,L0034,2048,reuse_intensive,True
4,0,1,1,tenant-1,L0001,1024,reuse_intensive,True
5,0,4,1,tenant-4,L0004,4096,reuse_intensive,True
6,0,3,0,tenant-3,L0003,2048,reuse_intensive,True
7,0,0,0,tenant-0,L0000,2048,reuse_intensive,True
8,0,1,2,tenant-1,L0001,1024,reuse_intensive,True
9,0,17,0,tenant-1,L0017,4096,reuse_intensive,True
10,0,17,1,tenant-1,L0017,4096,reuse_intensive,True
11,0,0,1,tenant-0,L0000,2048,reuse_intensive,True
12,0,4,2,tenant-4,L0004,4096,reuse_intensive,True
13,0,0,2,tenant-0,L0000,2048,reuse_intensive,True
14,0,1,0,tenant-1,L0001,1024,reuse_intensive,True
15,0,2,0,tenant-2,L0002,1024,reuse_intensive,True
16,0,27,0,tenant-3,L0027,4096,reuse_intensive,True
17,0,0,0,tenant-0,L0000,2048,reuse_intensive,True
18,0,19,0,tenant-3,L0019,2048,reuse_intensive,True
19,0,6,0,tenant-6,L0006,2048,reuse_intensive,True
20,0,1,1,tenant-1,L0001,1024,reuse_intensive,True
21,0,4,0,tenant-4,L0004,4096,reuse_intensive,True
22,0,2,1,tenant-2,L0002,1024,reuse_intensive,True
23,0,0,1,tenant-0,L0000,2048,reuse_intensive,True
24,0,1,2,tenant-1,L0001,1024,reuse_intensive,False
25,0,0,2,tenant-0,L0000,2048,reuse_intensive,False
26,0,0,0,tenant-0,L0000,2048,reuse_intensive,False
27,0,29,0,tenant-5,L0029,1024,reuse_intensive,False
28,0,10,1,tenant-2,L0010,4096,reuse_intensive,False
29,0,33,0,tenant-1,L0033,4096,reuse_intensive,False
30,0,13,0,tenant-5,L0013,2048,reuse_intensive,False
31,0,0,1,tenant-0,L0000,2048,reuse_intensive,False
32,0,21,0,tenant-5,L0021,1024,reuse_intensive,False
33,0,0,2,tenant-0,L0000,2048,reuse_intensive,False
34,0,2,2,tenant-2,L0002,1024,reuse_intensive,False
35,0,1,0,tenant-1,L0001,1024,reuse_intensive,False
36,0,0,0,tenant-0,L0000,2048,reuse_intensive,False
37,0,0,1,tenant-0,L0000,2048,reuse_intensive,False
38,0,0,2,tenant-0,L0000,2048,reuse_intensive,False
39,0,1,1,tenant-1,L0001,1024,reuse_intensive,False
40,0,17,2,tenant-1,L0017,4096,reuse_intensive,False
41,0,1,2,tenant-1,L0001,1024,reuse_intensive,False
42,0,1,0,tenant-1,L0001,1024,reuse_intensive,False
43,0,3,1,tenant-3,L0003,2048,reuse_intensive,False
44,0,2,0,tenant-2,L0002,1024,reuse_intensive,False
45,0,58,0,tenant-2,L0058,1024,reuse_intensive,False
46,0,0,0,tenant-0,L0000,2048,reuse_intensive,False
47,0,21,1,tenant-5,L0021,1024,reuse_intensive,False
48,0,3,2,tenant-3,L0003,2048,reuse_intensive,False
49,0,9,0,tenant-1,L0009,2048,reuse_intensive,False
50,0,0,1,tenant-0,L0000,2048,reuse_intensive,False
51,0,6,1,tenant-6,L0006,2048,reuse_intensive,False
52,0,0,2,tenant-0,L0000,2048,reuse_intensive,False
53,0,4,1,tenant-4,L0004,4096,reuse_intensive,False
54,0,0,0,tenant-0,L0000,2048,reuse_intensive,False
55,0,2,1,tenant-2,L0002,1024,reuse_intensive,False
56,0,12,0,tenant-4,L0012,1024,reuse_intensive,False
57,0,0,1,tenant-0,L0000,2048,reuse_intensive,False
58,0,0,2,tenant-0,L0000,2048,reuse_intensive,False
59,0,2,2,tenant-2,L0002,1024,reuse_intensive,False
60,1,68,0,tenant-4,L0068,2048,reuse_intensive,False
61,1,67,0,tenant-3,L0067,1024,reuse_intensive,False
62,1,76,0,tenant-4,L0076,1024,reuse_intensive,False
63,1,87,0,tenant-7,L0087,1024,reuse_intensive,False
64,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
65,1,81,0,tenant-1,L0081,2048,reuse_intensive,False
66,1,65,0,tenant-1,L0065,1024,reuse_intensive,False
67,1,65,1,tenant-1,L0065,1024,reuse_intensive,False
68,1,67,1,tenant-3,L0067,1024,reuse_intensive,False
69,1,64,1,tenant-0,L0064,2048,reuse_intensive,False
70,1,64,2,tenant-0,L0064,2048,reuse_intensive,False
71,1,64,0,tenant-0,L0064,2048,reuse_intensive,False
72,1,67,2,tenant-3,L0067,1024,reuse_intensive,False
