request_id,session_hash,step_number,prefix_tokens,prefix_chain_depth,tool_span_count_before,tool_latency_ms_before,discard
0,a7be20c1d8d175de7e62,1,271,2,0,0,True
1,7eee9710ec81c41c98d7,1,298,2,0,0,True
2,b8ca0c55a151d01d24af,1,300,2,0,0,True
3,d739083a6ac1d8507897,1,275,2,0,0,True
4,91c71034d462985f01e9,1,281,2,0,0,True
5,d47025f90222831d671e,1,282,2,0,0,True
6,d9128aa3e097bc03676a,1,367,2,0,0,True
7,5db71598e13433fb9f31,1,272,2,0,0,True
8,ff2014d3000fa842b3aa,1,383,2,0,0,True
9,7e8327f3e4d40820c3dd,1,283,2,0,0,True
10,a78174b5fa187b73307a,1,262,2,0,0,True
11,e3144ad37c6857921a9d,1,257,2,0,0,True
12,6b6d33bffdbab5e1952a,1,306,2,0,0,True
13,6f82c47153b23b828216,1,527,2,0,0,True
14,de5d5c90c6a03e4eeeb4,1,271,2,0,0,True
15,c56ef2d17fe99a188424,1,260,2,0,0,True
16,dca016464967d12900c9,1,1020,2,0,0,True
17,2ea8863313e4a969867e,1,283,2,0,0,True
18,ec3e90ddbcc084089927,1,265,2,0,0,True
19,5f25caf16322acdd60a8,1,284,2,0,0,True
20,e95b17f3571f1e0eb478,1,261,2,0,0,True
21,170f9f2aa675cf4ece15,1,292,2,0,0,True
22,2e0da17a3116767a1710,1,672,2,0,0,True
23,63d420c0e2d2d2e8df73,1,258,2,0,0,True
24,509e30a1490614f371e7,1,345,2,0,0,True
25,fa05503c3ea84c62ed31,1,293,2,0,0,True
26,e273e4b9348e87b7952e,1,265,2,0,0,True
27,1d588b4baedeeee3e369,1,317,2,0,0,True
28,31a777cc523dba8f51e9,1,268,2,0,0,True
29,719126c89e8927c1085a,1,391,2,0,0,True
30,f63d48d5769e39d1f4f4,1,1171,2,0,0,True
31,49d34bcf2207fbc07761,1,300,2,0,0,True
32,de6ffbbda51f0655cafb,1,270,2,0,0,True
33,0e13990a404848871402,1,268,2,0,0,True
34,1103c1960c8bd0135c86,1,540,2,0,0,True
35,651f62ac13616557fadd,1,306,2,0,0,True
36,abe2251f85cd27aa6d99,1,268,2,0,0,True
37,0f4d9e9419e91565a980,1,258,2,0,0,True
38,ce6915d7eece2902bdf3,1,264,2,0,0,True
39,442de91bd16ed8a839fe,1,263,2,0,0,True
40,2e018a0a0ea147f45a4f,1,267,2,0,0,True
41,bc9ea4649d9be9917eb0,1,360,2,0,0,True
42,2f2334fdd9c6cee6c0e3,1,257,2,0,0,True
43,3a2bcb7be340ed1f77b7,1,267,2,0,0,True
44,696c00d0bef462a40175,1,271,2,0,0,True
