request_id,arrival_time,tenant,model_revision,full_prefix_hash_chain,prefix_length,expected_reuse_coverage,generation_length,locality_class,digest,prompt_namespace,discard
0,0.0,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0110""]",256,0.8333333333333333,16,medium,p0110,20260715_medium_rep0,True
1,0.03,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",512,0.8333333333333333,16,medium,p0002,20260715_medium_rep0,True
2,0.06,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0043""]",256,1.0,16,medium,p0043,20260715_medium_rep0,True
3,0.09,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0214""]",512,0.8333333333333333,16,medium,p0214,20260715_medium_rep0,True
4,0.12,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,medium,p0000,20260715_medium_rep0,True
5,0.15,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0232""]",512,0.5,16,medium,p0232,20260715_medium_rep0,True
6,0.18,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0152""]",256,0.5,16,medium,p0152,20260715_medium_rep0,True
7,0.21,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0190""]",512,0.8333333333333333,16,medium,p0190,20260715_medium_rep0,True
8,0.24,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0253""]",256,0.6666666666666666,16,medium,p0253,20260715_medium_rep0,False
9,0.27,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0039""]",512,1.0,16,medium,p0039,20260715_medium_rep0,False
10,0.3,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0003""]",256,1.0,16,medium,p0003,20260715_medium_rep0,False
11,0.32999999999999996,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",512,0.5,16,medium,p0000,20260715_medium_rep0,False
12,0.36,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0023""]",256,1.0,16,medium,p0023,20260715_medium_rep0,False
13,0.39,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0008""]",512,0.5,16,medium,p0008,20260715_medium_rep0,False
14,0.42,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0035""]",256,1.0,16,medium,p0035,20260715_medium_rep0,False
15,0.44999999999999996,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0099""]",512,1.0,16,medium,p0099,20260715_medium_rep0,False
16,0.48,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0059""]",256,1.0,16,medium,p0059,20260715_medium_rep0,False
17,0.51,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0023""]",512,1.0,16,medium,p0023,20260715_medium_rep0,False
18,0.54,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0022""]",256,0.8333333333333333,16,medium,p0022,20260715_medium_rep0,False
19,0.57,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0124""]",512,0.5,16,medium,p0124,20260715_medium_rep0,False
20,0.6,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0003""]",256,1.0,16,medium,p0003,20260715_medium_rep0,False
21,0.63,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0029""]",512,0.6666666666666666,16,medium,p0029,20260715_medium_rep0,False
22,0.6599999999999999,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,medium,p0000,20260715_medium_rep0,False
23,0.69,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0019""]",512,1.0,16,medium,p0019,20260715_medium_rep0,False
24,0.72,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0048""]",256,0.5,16,medium,p0048,20260715_medium_rep0,False
