request_id,arrival_time,tenant,model_revision,full_prefix_hash_chain,prefix_length,expected_reuse_coverage,generation_length,locality_class,digest,prompt_namespace,discard
0,0.0,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,high,p0000,20260715_high_rep1,True
1,0.03,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0005""]",512,0.6666666666666666,16,high,p0005,20260715_high_rep1,True
2,0.06,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",256,0.8333333333333333,16,high,p0002,20260715_high_rep1,True
3,0.09,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",512,0.5,16,high,p0000,20260715_high_rep1,True
4,0.12,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0006""]",256,0.8333333333333333,16,high,p0006,20260715_high_rep1,True
5,0.15,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0003""]",512,1.0,16,high,p0003,20260715_high_rep1,True
6,0.18,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,high,p0000,20260715_high_rep1,True
7,0.21,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",512,0.5,16,high,p0000,20260715_high_rep1,True
8,0.24,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0010""]",256,0.8333333333333333,16,high,p0010,20260715_high_rep1,False
9,0.27,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0189""]",512,0.6666666666666666,16,high,p0189,20260715_high_rep1,False
10,0.3,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",256,0.6666666666666666,16,high,p0001,20260715_high_rep1,False
11,0.32999999999999996,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",512,0.8333333333333333,16,high,p0002,20260715_high_rep1,False
12,0.36,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",256,0.8333333333333333,16,high,p0002,20260715_high_rep1,False
13,0.39,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0089""]",512,0.6666666666666666,16,high,p0089,20260715_high_rep1,False
14,0.42,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0003""]",256,1.0,16,high,p0003,20260715_high_rep1,False
15,0.44999999999999996,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0111""]",512,1.0,16,high,p0111,20260715_high_rep1,False
16,0.48,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,high,p0000,20260715_high_rep1,False
17,0.51,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",512,0.6666666666666666,16,high,p0001,20260715_high_rep1,False
18,0.54,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0006""]",256,0.8333333333333333,16,high,p0006,20260715_high_rep1,False
19,0.57,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0109""]",512,0.6666666666666666,16,high,p0109,20260715_high_rep1,False
20,0.6,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",256,0.8333333333333333,16,high,p0002,20260715_high_rep1,False
21,0.63,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",512,0.6666666666666666,16,high,p0001,20260715_high_rep1,False
22,0.6599999999999999,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",256,0.6666666666666666,16,high,p0001,20260715_high_rep1,False
23,0.69,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",512,0.8333333333333333,16,high,p0002,20260715_high_rep1,False
24,0.72,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,high,p0000,20260715_high_rep1,False
25,0.75,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0015""]",512,1.0,16,high,p0015,20260715_high_rep1,False
26,0.78,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0004""]",256,0.5,16,high,p0004,20260715_high_rep1,False
27,0.8099999999999999,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0004""]",512,0.5,16,high,p0004,20260715_high_rep1,False
28,0.84,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,high,p0000,20260715_high_rep1,False
29,0.87,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",512,0.6666666666666666,16,high,p0001,20260715_high_rep1,False
30,0.8999999999999999,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",256,0.8333333333333333,16,high,p0002,20260715_high_rep1,False
31,0.9299999999999999,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0004""]",512,0.5,16,high,p0004,20260715_high_rep1,False
32,0.96,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,high,p0000,20260715_high_rep1,False
33,0.99,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",512,0.5,16,high,p0000,20260715_high_rep1,False
34,1.02,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0003""]",256,1.0,16,high,p0003,20260715_high_rep1,False
35,1.05,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0003""]",512,1.0,16,high,p0003,20260715_high_rep1,False
36,1.08,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0010""]",256,0.8333333333333333,16,high,p0010,20260715_high_rep1,False
37,1.1099999999999999,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0077""]",512,0.6666666666666666,16,high,p0077,20260715_high_rep1,False
38,1.14,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0004""]",256,0.5,16,high,p0004,20260715_high_rep1,False
39,1.17,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0003""]",512,1.0,16,high,p0003,20260715_high_rep1,False
40,1.2,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0003""]",256,1.0,16,high,p0003,20260715_high_rep1,False
41,1.23,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0005""]",512,0.6666666666666666,16,high,p0005,20260715_high_rep1,False
42,1.26,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,high,p0000,20260715_high_rep1,False
43,1.29,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0009""]",512,0.6666666666666666,16,high,p0009,20260715_high_rep1,False
44,1.3199999999999998,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,high,p0000,20260715_high_rep1,False
45,1.3499999999999999,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",512,0.5,16,high,p0000,20260715_high_rep1,False
46,1.38,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0034""]",256,0.8333333333333333,16,high,p0034,20260715_high_rep1,False
47,1.41,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",512,0.5,16,high,p0000,20260715_high_rep1,False
48,1.44,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0004""]",256,0.5,16,high,p0004,20260715_high_rep1,False
49,1.47,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",512,0.5,16,high,p0000,20260715_high_rep1,False
50,1.5,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,high,p0000,20260715_high_rep1,False
51,1.53,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",512,0.6666666666666666,16,high,p0001,20260715_high_rep1,False
52,1.56,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0020""]",256,0.5,16,high,p0020,20260715_high_rep1,False
53,1.5899999999999999,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",512,0.6666666666666666,16,high,p0001,20260715_high_rep1,False
54,1.6199999999999999,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0005""]",256,0.6666666666666666,16,high,p0005,20260715_high_rep1,False
55,1.65,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0005""]",512,0.6666666666666666,16,high,p0005,20260715_high_rep1,False
56,1.68,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0005""]",256,0.6666666666666666,16,high,p0005,20260715_high_rep1,False
57,1.71,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0004""]",512,0.5,16,high,p0004,20260715_high_rep1,False
58,1.74,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0197""]",256,0.6666666666666666,16,high,p0197,20260715_high_rep1,False
59,1.77,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0015""]",512,1.0,16,high,p0015,20260715_high_rep1,False
60,1.7999999999999998,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0003""]",256,1.0,16,high,p0003,20260715_high_rep1,False
61,1.8299999999999998,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",512,0.5,16,high,p0000,20260715_high_rep1,False
62,1.8599999999999999,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0007""]",256,1.0,16,high,p0007,20260715_high_rep1,False
63,1.89,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0065""]",512,0.6666666666666666,16,high,p0065,20260715_high_rep1,False
