request_id,arrival_time,tenant,model_revision,full_prefix_hash_chain,prefix_length,expected_reuse_coverage,generation_length,locality_class,digest,prompt_namespace,discard
0,0.0,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0131""]",256,1.0,16,low,p0131,20260715_low_rep0,True
1,0.03,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0060""]",512,0.5,16,low,p0060,20260715_low_rep0,True
2,0.06,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0162""]",256,0.8333333333333333,16,low,p0162,20260715_low_rep0,True
3,0.09,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0250""]",512,0.8333333333333333,16,low,p0250,20260715_low_rep0,True
4,0.12,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0189""]",256,0.6666666666666666,16,low,p0189,20260715_low_rep0,True
5,0.15,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0020""]",512,0.5,16,low,p0020,20260715_low_rep0,True
6,0.18,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0206""]",256,0.8333333333333333,16,low,p0206,20260715_low_rep0,True
7,0.21,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0092""]",512,0.5,16,low,p0092,20260715_low_rep0,True
8,0.24,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0097""]",256,0.6666666666666666,16,low,p0097,20260715_low_rep0,False
9,0.27,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0153""]",512,0.6666666666666666,16,low,p0153,20260715_low_rep0,False
10,0.3,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0179""]",256,1.0,16,low,p0179,20260715_low_rep0,False
11,0.32999999999999996,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0004""]",512,0.5,16,low,p0004,20260715_low_rep0,False
12,0.36,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0214""]",256,0.8333333333333333,16,low,p0214,20260715_low_rep0,False
13,0.39,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0029""]",512,0.6666666666666666,16,low,p0029,20260715_low_rep0,False
14,0.42,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0115""]",256,1.0,16,low,p0115,20260715_low_rep0,False
