request_id,arrival_time,tenant,model_revision,full_prefix_hash_chain,prefix_length,expected_reuse_coverage,generation_length,locality_class,digest,prompt_namespace,discard
0,0.0,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0062""]",256,0.8333333333333333,16,medium,p0062,20260715_medium_rep2,True
1,0.03,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0094""]",512,0.8333333333333333,16,medium,p0094,20260715_medium_rep2,True
2,0.06,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0226""]",256,0.8333333333333333,16,medium,p0226,20260715_medium_rep2,True
3,0.09,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0013""]",512,0.6666666666666666,16,medium,p0013,20260715_medium_rep2,True
4,0.12,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0006""]",256,0.8333333333333333,16,medium,p0006,20260715_medium_rep2,True
5,0.15,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0005""]",512,0.6666666666666666,16,medium,p0005,20260715_medium_rep2,True
6,0.18,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0103""]",256,1.0,16,medium,p0103,20260715_medium_rep2,True
7,0.21,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0216""]",512,0.5,16,medium,p0216,20260715_medium_rep2,True
8,0.24,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0061""]",256,0.6666666666666666,16,medium,p0061,20260715_medium_rep2,False
9,0.27,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0179""]",512,1.0,16,medium,p0179,20260715_medium_rep2,False
10,0.3,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0004""]",256,0.5,16,medium,p0004,20260715_medium_rep2,False
11,0.32999999999999996,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0072""]",512,0.5,16,medium,p0072,20260715_medium_rep2,False
12,0.36,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0065""]",256,0.6666666666666666,16,medium,p0065,20260715_medium_rep2,False
13,0.39,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0195""]",512,1.0,16,medium,p0195,20260715_medium_rep2,False
14,0.42,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0005""]",256,0.6666666666666666,16,medium,p0005,20260715_medium_rep2,False
15,0.44999999999999996,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0047""]",512,1.0,16,medium,p0047,20260715_medium_rep2,False
16,0.48,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0017""]",256,0.6666666666666666,16,medium,p0017,20260715_medium_rep2,False
17,0.51,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0034""]",512,0.8333333333333333,16,medium,p0034,20260715_medium_rep2,False
18,0.54,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0095""]",256,1.0,16,medium,p0095,20260715_medium_rep2,False
19,0.57,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",512,0.8333333333333333,16,medium,p0002,20260715_medium_rep2,False
20,0.6,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,medium,p0000,20260715_medium_rep2,False
21,0.63,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",512,0.6666666666666666,16,medium,p0001,20260715_medium_rep2,False
22,0.6599999999999999,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0066""]",256,0.8333333333333333,16,medium,p0066,20260715_medium_rep2,False
23,0.69,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0187""]",512,1.0,16,medium,p0187,20260715_medium_rep2,False
24,0.72,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0064""]",256,0.5,16,medium,p0064,20260715_medium_rep2,False
25,0.75,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0051""]",512,1.0,16,medium,p0051,20260715_medium_rep2,False
26,0.78,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0053""]",256,0.6666666666666666,16,medium,p0053,20260715_medium_rep2,False
27,0.8099999999999999,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0018""]",512,0.8333333333333333,16,medium,p0018,20260715_medium_rep2,False
28,0.84,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0160""]",256,0.5,16,medium,p0160,20260715_medium_rep2,False
29,0.87,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0242""]",512,0.8333333333333333,16,medium,p0242,20260715_medium_rep2,False
30,0.8999999999999999,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0046""]",256,0.8333333333333333,16,medium,p0046,20260715_medium_rep2,False
31,0.9299999999999999,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0006""]",512,0.8333333333333333,16,medium,p0006,20260715_medium_rep2,False
32,0.96,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",256,0.6666666666666666,16,medium,p0001,20260715_medium_rep2,False
33,0.99,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0059""]",512,1.0,16,medium,p0059,20260715_medium_rep2,False
34,1.02,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0086""]",256,0.8333333333333333,16,medium,p0086,20260715_medium_rep2,False
35,1.05,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0062""]",512,0.8333333333333333,16,medium,p0062,20260715_medium_rep2,False
36,1.08,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0190""]",256,0.8333333333333333,16,medium,p0190,20260715_medium_rep2,False
37,1.1099999999999999,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0205""]",512,0.6666666666666666,16,medium,p0205,20260715_medium_rep2,False
38,1.14,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0002""]",256,0.8333333333333333,16,medium,p0002,20260715_medium_rep2,False
39,1.17,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0084""]",512,0.5,16,medium,p0084,20260715_medium_rep2,False
40,1.2,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0209""]",256,0.6666666666666666,16,medium,p0209,20260715_medium_rep2,False
