request_id,arrival_time,tenant,model_revision,full_prefix_hash_chain,prefix_length,expected_reuse_coverage,generation_length,locality_class,digest,prompt_namespace,discard
0,0.0,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0024""]",256,0.5,16,low,p0024,20260715_low_rep4,True
1,0.03,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0168""]",512,0.5,16,low,p0168,20260715_low_rep4,True
2,0.06,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0127""]",256,1.0,16,low,p0127,20260715_low_rep4,True
3,0.09,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0117""]",512,0.6666666666666666,16,low,p0117,20260715_low_rep4,True
4,0.12,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0210""]",256,0.8333333333333333,16,low,p0210,20260715_low_rep4,True
5,0.15,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",512,0.5,16,low,p0000,20260715_low_rep4,True
6,0.18,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0040""]",256,0.5,16,low,p0040,20260715_low_rep4,True
7,0.21,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0226""]",512,0.8333333333333333,16,low,p0226,20260715_low_rep4,True
8,0.24,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0007""]",256,1.0,16,low,p0007,20260715_low_rep4,False
9,0.27,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0153""]",512,0.6666666666666666,16,low,p0153,20260715_low_rep4,False
10,0.3,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0145""]",256,0.6666666666666666,16,low,p0145,20260715_low_rep4,False
11,0.32999999999999996,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0167""]",512,1.0,16,low,p0167,20260715_low_rep4,False
12,0.36,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0195""]",256,1.0,16,low,p0195,20260715_low_rep4,False
13,0.39,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0116""]",512,0.5,16,low,p0116,20260715_low_rep4,False
14,0.42,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0205""]",256,0.6666666666666666,16,low,p0205,20260715_low_rep4,False
15,0.44999999999999996,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0132""]",512,0.5,16,low,p0132,20260715_low_rep4,False
16,0.48,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0094""]",256,0.8333333333333333,16,low,p0094,20260715_low_rep4,False
17,0.51,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0222""]",512,0.8333333333333333,16,low,p0222,20260715_low_rep4,False
18,0.54,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0102""]",256,0.8333333333333333,16,low,p0102,20260715_low_rep4,False
19,0.57,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0015""]",512,1.0,16,low,p0015,20260715_low_rep4,False
20,0.6,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0124""]",256,0.5,16,low,p0124,20260715_low_rep4,False
21,0.63,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0010""]",512,0.8333333333333333,16,low,p0010,20260715_low_rep4,False
22,0.6599999999999999,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0052""]",256,0.5,16,low,p0052,20260715_low_rep4,False
23,0.69,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0070""]",512,0.8333333333333333,16,low,p0070,20260715_low_rep4,False
24,0.72,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0190""]",256,0.8333333333333333,16,low,p0190,20260715_low_rep4,False
25,0.75,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0009""]",512,0.6666666666666666,16,low,p0009,20260715_low_rep4,False
26,0.78,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0231""]",256,1.0,16,low,p0231,20260715_low_rep4,False
27,0.8099999999999999,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0019""]",512,1.0,16,low,p0019,20260715_low_rep4,False
28,0.84,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0027""]",256,1.0,16,low,p0027,20260715_low_rep4,False
29,0.87,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0022""]",512,0.8333333333333333,16,low,p0022,20260715_low_rep4,False
30,0.8999999999999999,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0031""]",256,1.0,16,low,p0031,20260715_low_rep4,False
31,0.9299999999999999,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0126""]",512,0.8333333333333333,16,low,p0126,20260715_low_rep4,False
32,0.96,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0088""]",256,0.5,16,low,p0088,20260715_low_rep4,False
33,0.99,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0023""]",512,1.0,16,low,p0023,20260715_low_rep4,False
34,1.02,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0057""]",256,0.6666666666666666,16,low,p0057,20260715_low_rep4,False
35,1.05,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0084""]",512,0.5,16,low,p0084,20260715_low_rep4,False
36,1.08,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0006""]",256,0.8333333333333333,16,low,p0006,20260715_low_rep4,False
37,1.1099999999999999,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0058""]",512,0.8333333333333333,16,low,p0058,20260715_low_rep4,False
38,1.14,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0017""]",256,0.6666666666666666,16,low,p0017,20260715_low_rep4,False
39,1.17,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0051""]",512,1.0,16,low,p0051,20260715_low_rep4,False
40,1.2,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0195""]",256,1.0,16,low,p0195,20260715_low_rep4,False
41,1.23,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0025""]",512,0.6666666666666666,16,low,p0025,20260715_low_rep4,False
42,1.26,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0041""]",256,0.6666666666666666,16,low,p0041,20260715_low_rep4,False
43,1.29,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0056""]",512,0.5,16,low,p0056,20260715_low_rep4,False
44,1.3199999999999998,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0021""]",256,0.6666666666666666,16,low,p0021,20260715_low_rep4,False
45,1.3499999999999999,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0237""]",512,0.6666666666666666,16,low,p0237,20260715_low_rep4,False
46,1.38,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",256,0.6666666666666666,16,low,p0001,20260715_low_rep4,False
47,1.41,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0097""]",512,0.6666666666666666,16,low,p0097,20260715_low_rep4,False
48,1.44,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0213""]",256,0.6666666666666666,16,low,p0213,20260715_low_rep4,False
49,1.47,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0156""]",512,0.5,16,low,p0156,20260715_low_rep4,False
50,1.5,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0103""]",256,1.0,16,low,p0103,20260715_low_rep4,False
51,1.53,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0158""]",512,0.8333333333333333,16,low,p0158,20260715_low_rep4,False
52,1.56,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0204""]",256,0.5,16,low,p0204,20260715_low_rep4,False
53,1.5899999999999999,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0021""]",512,0.6666666666666666,16,low,p0021,20260715_low_rep4,False
54,1.6199999999999999,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0010""]",256,0.8333333333333333,16,low,p0010,20260715_low_rep4,False
55,1.65,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0210""]",512,0.8333333333333333,16,low,p0210,20260715_low_rep4,False
56,1.68,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0016""]",256,0.5,16,low,p0016,20260715_low_rep4,False
57,1.71,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0113""]",512,0.6666666666666666,16,low,p0113,20260715_low_rep4,False
58,1.74,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0221""]",256,0.6666666666666666,16,low,p0221,20260715_low_rep4,False
59,1.77,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0177""]",512,0.6666666666666666,16,low,p0177,20260715_low_rep4,False
60,1.7999999999999998,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0033""]",256,0.6666666666666666,16,low,p0033,20260715_low_rep4,False
61,1.8299999999999998,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0010""]",512,0.8333333333333333,16,low,p0010,20260715_low_rep4,False
62,1.8599999999999999,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0015""]",256,1.0,16,low,p0015,20260715_low_rep4,False
63,1.89,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0095""]",512,1.0,16,low,p0095,20260715_low_rep4,False
