request_id,arrival_time,tenant,model_revision,full_prefix_hash_chain,prefix_length,expected_reuse_coverage,generation_length,locality_class,digest,prompt_namespace,discard
0,0.0,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0001""]",256,0.6666666666666666,16,low,p0001,20260715_low_rep1,True
1,0.03,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0183""]",512,1.0,16,low,p0183,20260715_low_rep1,True
2,0.06,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0108""]",256,0.5,16,low,p0108,20260715_low_rep1,True
3,0.09,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0204""]",512,0.5,16,low,p0204,20260715_low_rep1,True
4,0.12,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0180""]",256,0.5,16,low,p0180,20260715_low_rep1,True
5,0.15,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0142""]",512,0.8333333333333333,16,low,p0142,20260715_low_rep1,True
6,0.18,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0040""]",256,0.5,16,low,p0040,20260715_low_rep1,True
7,0.21,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0062""]",512,0.8333333333333333,16,low,p0062,20260715_low_rep1,True
8,0.24,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0094""]",256,0.8333333333333333,16,low,p0094,20260715_low_rep1,False
9,0.27,tenant-1,qwen2.5-1.5b-r1,"[""root"", ""tenant-1"", ""p0065""]",512,0.6666666666666666,16,low,p0065,20260715_low_rep1,False
10,0.3,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0066""]",256,0.8333333333333333,16,low,p0066,20260715_low_rep1,False
11,0.32999999999999996,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0007""]",512,1.0,16,low,p0007,20260715_low_rep1,False
12,0.36,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0019""]",256,1.0,16,low,p0019,20260715_low_rep1,False
13,0.39,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0135""]",512,1.0,16,low,p0135,20260715_low_rep1,False
14,0.42,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0072""]",256,0.5,16,low,p0072,20260715_low_rep1,False
