request_id,arrival_time,tenant,model_revision,full_prefix_hash_chain,prefix_length,expected_reuse_coverage,generation_length,locality_class,digest,prompt_namespace,discard
0,0.0,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0086""]",256,0.8333333333333333,16,medium,p0086,20260715_medium_rep1,True
1,0.03,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0053""]",512,0.6666666666666666,16,medium,p0053,20260715_medium_rep1,True
2,0.06,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,medium,p0000,20260715_medium_rep1,True
3,0.09,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0039""]",512,1.0,16,medium,p0039,20260715_medium_rep1,True
4,0.12,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0152""]",256,0.5,16,medium,p0152,20260715_medium_rep1,True
5,0.15,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",512,0.5,16,medium,p0000,20260715_medium_rep1,True
6,0.18,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0003""]",256,1.0,16,medium,p0003,20260715_medium_rep1,True
7,0.21,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0075""]",512,1.0,16,medium,p0075,20260715_medium_rep1,True
8,0.24,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0039""]",256,1.0,16,medium,p0039,20260715_medium_rep1,False
9,0.27,tenant-7,qwen2.5-1.5b-r1,"[""root"", ""tenant-7"", ""p0023""]",512,1.0,16,medium,p0023,20260715_medium_rep1,False
10,0.3,tenant-3,qwen2.5-1.5b-r1,"[""root"", ""tenant-3"", ""p0139""]",256,1.0,16,medium,p0139,20260715_medium_rep1,False
11,0.32999999999999996,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0004""]",512,0.5,16,medium,p0004,20260715_medium_rep1,False
12,0.36,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0072""]",256,0.5,16,medium,p0072,20260715_medium_rep1,False
13,0.39,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0024""]",512,0.5,16,medium,p0024,20260715_medium_rep1,False
14,0.42,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0004""]",256,0.5,16,medium,p0004,20260715_medium_rep1,False
15,0.44999999999999996,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",512,0.5,16,medium,p0000,20260715_medium_rep1,False
16,0.48,tenant-6,qwen2.5-1.5b-r1,"[""root"", ""tenant-6"", ""p0054""]",256,0.8333333333333333,16,medium,p0054,20260715_medium_rep1,False
17,0.51,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0072""]",512,0.5,16,medium,p0072,20260715_medium_rep1,False
18,0.54,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0004""]",256,0.5,16,medium,p0004,20260715_medium_rep1,False
19,0.57,tenant-4,qwen2.5-1.5b-r1,"[""root"", ""tenant-4"", ""p0004""]",512,0.5,16,medium,p0004,20260715_medium_rep1,False
20,0.6,tenant-2,qwen2.5-1.5b-r1,"[""root"", ""tenant-2"", ""p0082""]",256,0.8333333333333333,16,medium,p0082,20260715_medium_rep1,False
21,0.63,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0040""]",512,0.5,16,medium,p0040,20260715_medium_rep1,False
22,0.6599999999999999,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0125""]",256,0.6666666666666666,16,medium,p0125,20260715_medium_rep1,False
23,0.69,tenant-5,qwen2.5-1.5b-r1,"[""root"", ""tenant-5"", ""p0229""]",512,0.6666666666666666,16,medium,p0229,20260715_medium_rep1,False
24,0.72,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0016""]",256,0.5,16,medium,p0016,20260715_medium_rep1,False
25,0.75,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0016""]",512,0.5,16,medium,p0016,20260715_medium_rep1,False
26,0.78,tenant-0,qwen2.5-1.5b-r1,"[""root"", ""tenant-0"", ""p0000""]",256,0.5,16,medium,p0000,20260715_medium_rep1,False
