request_id,phase,lineage_id,step,tenant,digest,coverage_tokens,discard
0,0,6,0,tenant-6,L0006,2048,True
1,0,0,0,tenant-0,L0000,2048,True
2,0,0,1,tenant-0,L0000,2560,True
3,0,17,0,tenant-1,L0017,2048,True
4,0,0,2,tenant-0,L0000,3072,True
5,0,1,0,tenant-1,L0001,2048,True
6,0,8,0,tenant-0,L0008,2048,True
7,0,5,0,tenant-5,L0005,2048,True
8,0,0,0,tenant-0,L0000,2048,True
9,0,0,1,tenant-0,L0000,2560,True
10,0,19,0,tenant-3,L0019,2048,True
11,0,1,1,tenant-1,L0001,2560,True
12,0,19,1,tenant-3,L0019,2560,True
13,0,0,2,tenant-0,L0000,3072,True
14,0,1,2,tenant-1,L0001,3072,True
15,0,4,0,tenant-4,L0004,2048,True
16,0,24,0,tenant-0,L0024,2048,True
17,0,0,0,tenant-0,L0000,2048,True
18,0,2,0,tenant-2,L0002,2048,False
19,0,14,0,tenant-6,L0014,2048,False
20,0,4,1,tenant-4,L0004,2560,False
21,0,0,1,tenant-0,L0000,2560,False
22,0,28,0,tenant-4,L0028,2048,False
23,0,4,2,tenant-4,L0004,3072,False
24,0,0,2,tenant-0,L0000,3072,False
25,0,0,0,tenant-0,L0000,2048,False
26,0,1,0,tenant-1,L0001,2048,False
27,0,2,1,tenant-2,L0002,2560,False
28,0,24,1,tenant-0,L0024,2560,False
29,0,5,1,tenant-5,L0005,2560,False
30,0,0,1,tenant-0,L0000,2560,False
31,0,1,1,tenant-1,L0001,2560,False
32,0,1,2,tenant-1,L0001,3072,False
33,0,0,2,tenant-0,L0000,3072,False
34,0,13,0,tenant-5,L0013,2048,False
35,0,13,1,tenant-5,L0013,2560,False
36,1,32,0,tenant-0,L0032,2048,False
37,1,50,0,tenant-2,L0050,2048,False
38,1,52,0,tenant-4,L0052,2048,False
39,1,32,1,tenant-0,L0032,2560,False
40,1,33,0,tenant-1,L0033,2048,False
41,1,34,0,tenant-2,L0034,2048,False
42,1,57,0,tenant-1,L0057,2048,False
43,1,32,2,tenant-0,L0032,3072,False
44,1,38,0,tenant-6,L0038,2048,False
45,1,38,1,tenant-6,L0038,2560,False
46,1,34,1,tenant-2,L0034,2560,False
47,1,51,0,tenant-3,L0051,2048,False
48,1,34,2,tenant-2,L0034,3072,False
49,1,34,0,tenant-2,L0034,2048,False
50,1,43,0,tenant-3,L0043,2048,False
51,1,34,1,tenant-2,L0034,2560,False
52,1,32,0,tenant-0,L0032,2048,False
53,1,44,0,tenant-4,L0044,2048,False
54,1,51,1,tenant-3,L0051,2560,False
55,1,38,2,tenant-6,L0038,3072,False
56,1,35,0,tenant-3,L0035,2048,False
57,1,36,0,tenant-4,L0036,2048,False
58,1,47,0,tenant-7,L0047,2048,False
59,1,36,1,tenant-4,L0036,2560,False
60,1,35,1,tenant-3,L0035,2560,False
61,1,32,1,tenant-0,L0032,2560,False
62,1,39,0,tenant-7,L0039,2048,False
63,1,37,0,tenant-5,L0037,2048,False
64,1,33,1,tenant-1,L0033,2560,False
65,1,34,2,tenant-2,L0034,3072,False
66,1,34,0,tenant-2,L0034,2048,False
67,1,44,1,tenant-4,L0044,2560,False
68,1,33,2,tenant-1,L0033,3072,False
69,1,32,2,tenant-0,L0032,3072,False
70,1,51,2,tenant-3,L0051,3072,False
71,1,32,0,tenant-0,L0032,2048,False
