request_id,session_hash,step_number,prefix_tokens,prefix_chain_depth,tool_span_count_before,tool_latency_ms_before,discard
0,57cfcbaac555330751ca,1,274,2,0,0,True
1,85dde3c5964fcce44240,1,291,2,0,0,True
2,456bee2986ccca4f8d0e,1,427,2,0,0,True
3,e737123ba2a3782976dd,1,284,2,0,0,True
4,6ca24e59e7c68a19a086,1,370,2,0,0,True
5,5cbd92b9bd1ee228c7fc,1,272,2,0,0,True
6,a8782ce27c3b6aef5bb4,1,577,2,0,0,True
7,efba1a7c9fcd0fe9937c,1,660,2,0,0,True
8,fb084a71a0ec54d50e21,1,271,2,0,0,True
9,1b07d3587932bb3e5bc9,1,341,2,0,0,True
10,e50015927e35e97a500d,1,278,2,0,0,True
11,a970bc39cd0bf4679726,1,349,2,0,0,True
12,d0662366bdd9a89421f9,1,291,2,0,0,True
13,8a5521f43b0f089d7e0f,1,350,2,0,0,True
14,d5544a3471ee945bd186,1,282,2,0,0,True
15,70f008be13b785afdda8,1,1009,2,0,0,True
16,2c7a35bfcdefd1e1a499,1,268,2,0,0,True
17,f0ce429ab9b88b2101c3,1,266,2,0,0,True
18,6de3b0de8329c35d08fa,1,268,2,0,0,True
19,0559b266c8d8e5c19884,1,489,2,0,0,True
20,e68e7ef29d536e659df7,1,271,2,0,0,True
21,03b3ae7938af917fd1de,1,265,2,0,0,True
22,6dcd661952a34fda1403,1,291,2,0,0,True
23,ca44ef723a9fdd86d374,1,277,2,0,0,True
24,cf2ef5e1e9e97b34ba1e,1,264,2,0,0,True
25,ddfaff9740ab1ab22cae,1,270,2,0,0,True
26,6a604ba0627c8f313c62,1,270,2,0,0,True
27,d912366fe8fddb6d8238,1,406,2,0,0,True
28,2f9a7e4e8acc207ce25d,1,459,2,0,0,True
29,ab3b3c077377ffa8a6d3,1,272,2,0,0,True
30,b5a7303e01d5d9374f05,1,1513,2,0,0,True
31,5a9f43064f0e6741eae7,1,273,2,0,0,True
32,7a7b16ffb6b7ca8373c1,1,523,2,0,0,True
33,89b85e1e1417a8600297,1,264,2,0,0,True
34,4b75ec27458a68e5d0b0,1,563,2,0,0,True
35,25177bf3ff8c3328da54,1,269,2,0,0,True
36,608bcb3cdff98b46f662,1,281,2,0,0,True
37,c553fb9c4f78e711d882,1,277,2,0,0,True
38,2d8940a8e639909200f9,1,266,2,0,0,True
39,934fb06ba17338a164d7,1,276,2,0,0,True
40,c8f7aa21d08242a99192,1,257,2,0,0,True
41,49881c4d5fd82be8e07b,1,277,2,0,0,True
42,18a7c2cc00eda107d697,1,289,2,0,0,True
43,86467b689a74b1945d92,1,296,2,0,0,True
44,1b40993ab002178a7179,1,277,2,0,0,True
45,edf833f2774ab01bc77c,1,402,2,0,0,True
46,0a36eb0430480b2f4b56,1,276,2,0,0,True
47,b5e40a35cbcfd20c2592,1,277,2,0,0,True
48,ea3e5a9e45a0f53f0abd,1,270,2,0,0,True
49,f58497a022191cb429f4,1,269,2,0,0,True
50,e16c7de26d2930a11968,1,264,2,0,0,True
51,0ecd2b3d7bee5728a13e,1,274,2,0,0,True
52,a23521b290380c5807a1,1,454,2,0,0,True
53,872fd260fd00c858d238,1,279,2,0,0,True
54,7d33becad70a935d22f7,1,1417,2,0,0,True
55,3b166ec7f8ff7bb39d7c,1,269,2,0,0,True
56,44c8290d5fc3269ff726,1,267,2,0,0,True
57,becf489ed2f390cfcf81,1,318,2,0,0,True
58,0f4b28c9afbc9613ee10,1,276,2,0,0,True
59,8339e5ef853ff3780107,1,279,2,0,0,True
60,7b9dec74807c47130aa5,1,278,2,0,0,True
61,f51fd781d857ffb8440c,1,270,2,0,0,True
62,30ca953e82f9e3d52f72,1,265,2,0,0,True
63,6e8b05b9337217436e2e,1,437,2,0,0,True
64,1b08b34b081d830be02d,1,520,2,0,0,True
65,2487aa09083315ad3198,1,421,2,0,0,True
66,d6a6c7ebb0adab42d2fe,1,265,2,0,0,True
67,6cb9830770a26c4e4566,1,271,2,0,0,True
68,c66fb1d2cab019b58268,1,288,2,0,0,True
69,eeb8e93fddde4a4b3851,1,268,2,0,0,True
70,9ccdb2149549cbcfcbd0,1,262,2,0,0,True
71,dbf12b73b9078b6d547c,1,471,2,0,0,True
72,c07dfe9412315ab0fce8,1,267,2,0,0,True
73,3544bf7199dfe0e1bba4,1,530,2,0,0,True
74,9c15b81f85953af61475,1,283,2,0,0,True
75,899ef0fe76f7f234c6fa,1,288,2,0,0,True
76,5bc7d8b9fa89e002472a,1,639,2,0,0,True
77,6f0ff148d082624082d1,1,272,2,0,0,True
78,cd7604960f3657f7af9f,1,267,2,0,0,True
